pair_id,iTE_relation,TG_relation,iTE_paper,TG_paper,exact,semantic,relation_constrained,neighborhood,neighborhood_component,role_component,predicate_component,tie
PAIR-e2fa9bbf9e67,MP1-iTE-P0335-01,MP1-TG-P0175-01,P0335,P0175,0,0.7183102518320084,0.46690166369080544,0.3735213309526444,0.0,0.0,0.0,e2fa9bbf9e6790cab8fc9c81517e1714086d0d5197fd3262c9a28563a8b39f75
PAIR-460236927140,MP1-iTE-P0335-01,MP1-TG-P0175-04,P0335,P0175,0,0.7212935388088226,0.6188408002257347,0.49507264018058783,0.0,0.0,1.0,460236927140559d6a6341f3ae2581e6a4625df9db867f1af2b71e8231adf8aa
PAIR-627873f8b5e9,MP1-iTE-P0335-01,MP1-TG-P0176-01,P0335,P0176,0,0.7571285665035248,0.49213356822729115,0.39370685458183297,0.0,0.0,0.0,627873f8b5e9e0fe0e10b958562f72abc1c1f94859f2d2d760aaad5a8f846b1d
PAIR-c45bf71dff76,MP1-iTE-P0335-01,MP1-TG-P0180-01,P0335,P0180,0,0.7426491230726242,0.48272192999720576,0.3861775439977646,0.0,0.0,0.0,c45bf71dff76fd7e6411594acf8297ffc87946509ef0563b51d671bc2c28a877
PAIR-bad2b0263d67,MP1-iTE-P0335-01,MP1-TG-P0188-01,P0335,P0188,0,0.7305438667535782,0.47485351338982584,0.3798828107118607,0.0,0.0,0.0,bad2b0263d6759dd74fbf9fb3c8a825cbde6da0b1477f562a840c57ea8b8ff78
PAIR-81a8ecb27d28,MP1-iTE-P0335-01,MP1-TG-P0197-03,P0335,P0197,0,0.7293527126312256,0.47407926321029664,0.3792634105682373,0.0,0.0,0.0,81a8ecb27d280f2361d2ede4ca8885fee126e2f8bac9fc56b4d37db4774ebf55
PAIR-f3136a85cc00,MP1-iTE-P0335-01,MP1-TG-P0197-05,P0335,P0197,0,0.7238694876432419,0.47051516696810725,0.37641213357448583,0.0,0.0,0.0,f3136a85cc003772fe07eeb9841fee1398e8c57af5b4da629671ee99d8dea9e4
PAIR-2c70e0c8e0f1,MP1-iTE-P0335-01,MP1-TG-P0227-01,P0335,P0227,0,0.7574717998504639,0.4923566699028015,0.39388533592224123,0.0,0.0,0.0,2c70e0c8e0f1ecb69099eae87fc3b542fb11c7aa1944c3f63f18ffdfd7054961
PAIR-bc87cec7170c,MP1-iTE-P0335-01,MP1-TG-P0247-03,P0335,P0247,0,0.7756586819887161,0.6041781432926655,0.5833425146341324,0.5,0.5,0.0,bc87cec7170c28637459a699d9e8ca1783271857b5cd612fd98aed292ca7deb8
PAIR-f8603dabf28f,MP1-iTE-P0335-01,MP1-TG-P0247-04,P0335,P0247,0,0.7945404648780823,0.6164513021707535,0.4931610417366028,0.0,0.5,0.0,f8603dabf28f36267de46e882428740eac62eba2ebc0bc6c38cdf446bc706e16
