cutoff_year,ite_donor_material,tg_anchor_material,u_degree_all,v_degree_all,u_degree_tg,v_degree_tg,u_degree_ite,v_degree_ite,common_neighbors,adamic_adar,preferential_attachment,shortest_path,ite_lead_years,ite_count,tg_donor_count,tg_anchor_count,ml_score,graph_score,hybrid_score,material_prediction_score
2026,acetonitrile/nitrile solvent,polyaniline conductor,5,9,4,4,2,6,2,0.7030775737641891,45,2,0,2,6,3,0.3258204510769372,0.6912177985948478,0.4261124121779859,0.3258204510769372
2026,Prussian-blue/hexacyanoferrate electrode,quinone redox electrolyte,4,1,4,1,1,0,0,0.0,4,3,0,2,4,3,0.32577401903152586,0.08395784543325527,0.23653395784543324,0.32577401903152586
2026,MXene scaffold,porous carbon electrode,14,9,7,9,8,2,6,2.216384018839813,126,2,3,9,5,8,0.32552990386422265,1.4647540983606555,0.6878220140515222,0.32552990386422265
2026,Cu-based redox electrolyte,gelatin matrix,8,15,4,7,6,14,3,1.2022569402486334,120,2,0,10,8,13,0.3239905698976059,1.167857142857143,0.5926229508196721,0.3239905698976059
2026,PNIPAM thermoresponsive polymer,ethylene-glycol organohydrogel,3,8,1,4,2,5,1,0.33380820069533407,24,2,0,2,1,6,0.32353168713778435,0.3859484777517565,0.30562060889929743,0.32353168713778435
2026,acetonitrile/nitrile solvent,graphene/graphene-oxide scaffold,5,15,4,7,2,11,4,1.511153310942369,75,2,0,2,6,8,0.3205054995698431,1.0761709601873537,0.5437939110070257,0.3205054995698431
2026,polyaniline conductor,PVA polymer matrix,9,23,4,14,6,21,8,2.9497723784948473,207,2,16,10,3,23,0.3188234763160914,1.823536299765808,0.8108899297423887,0.3188234763160914
2026,cyclodextrin host,porous carbon electrode,3,9,2,9,2,2,0,0.0,27,3,0,2,3,8,0.3173272411434819,0.2420374707259953,0.2734777517564403,0.3173272411434819
2026,glycerol organohydrogel,K-salt electrolyte,13,14,8,8,11,11,10,3.5611167703605764,182,2,0,10,8,12,0.3153566167658946,1.7111241217798596,0.7651053864168619,0.3153566167658946
2026,Prussian-blue/hexacyanoferrate electrode,silica/inorganic nanoparticle filler,4,13,4,6,1,7,2,0.6573236538440066,52,2,0,2,4,5,0.31333109019245664,0.6850117096018735,0.4149297423887588,0.31333109019245664
2026,TEMPO/viologen organic redox,iodide/triiodide electrolyte,4,13,1,11,3,8,4,1.41166376251124,52,2,5,4,1,14,0.3128387907903857,1.0076697892271662,0.5259953161592507,0.3128387907903857
2026,Prussian-blue/hexacyanoferrate electrode,polyaniline conductor,4,9,4,4,1,6,2,0.6734314725904427,36,2,0,2,4,3,0.30684950145688,0.5982435597189696,0.37980093676814985,0.30684950145688
2026,acetonitrile/nitrile solvent,gelatin matrix,5,15,4,7,2,14,2,0.7236794459466142,75,2,0,2,6,13,0.305580390522653,0.8822599531615926,0.48782201405152226,0.305580390522653
2026,acetonitrile/nitrile solvent,PVA polymer matrix,5,23,4,14,2,21,4,1.4459049428802304,115,2,0,2,6,23,0.304678443561896,1.1945550351288055,0.5935597189695551,0.304678443561896
2026,Prussian-blue/hexacyanoferrate electrode,cyclodextrin host,4,3,4,2,1,2,0,0.0,12,3,0,2,4,3,0.3042367731150837,0.1307962529274005,0.23501170960187354,0.3042367731150837
2026,polyaniline conductor,silica/inorganic nanoparticle filler,9,13,4,6,6,7,5,1.8411413737742754,117,1,16,10,3,5,0.30227365437700554,1.4960772833723652,0.6908665105386417,0.30227365437700554
2026,zwitterionic polymer,quinone redox electrolyte,2,1,2,1,1,0,0,0.0,2,3,1,2,2,3,0.30159881693803237,0.10591334894613583,0.230327868852459,0.30159881693803237
2026,cyclodextrin host,zwitterionic polymer,3,2,2,2,2,1,2,0.7088002341550811,6,2,0,2,3,2,0.30152904807268993,0.41071428571428575,0.3040983606557377,0.30152904807268993
2026,acetonitrile/nitrile solvent,carbon nanotube scaffold,5,19,4,10,2,15,4,1.511153310942369,95,2,0,2,6,13,0.3005330361193348,1.1089578454332554,0.547599531615925,0.3005330361193348
2026,PAM/polyacrylamide matrix,carbon nanotube scaffold,14,19,4,10,11,15,9,3.271833882630522,266,1,1,12,4,13,0.2977128871236254,1.944672131147541,0.8398126463700234,0.2977128871236254
2026,PNIPAM thermoresponsive polymer,cyclodextrin host,3,3,1,2,2,2,1,0.3898712452512801,9,2,0,2,1,3,0.29604517540821407,0.31516393442622953,0.27423887587822016,0.29604517540821407
2026,polyaniline conductor,ionic-liquid electrolyte,9,20,4,5,6,19,7,2.5828039464865236,180,1,16,10,3,12,0.29301383667308856,1.8053864168618263,0.7925058548009367,0.29301383667308856
2026,Cu-based redox electrolyte,deep-eutectic electrolyte,8,9,4,2,6,8,4,1.5686217628080201,72,1,0,10,8,2,0.2914724437991092,1.1581381733021079,0.5724824355971896,0.2914724437991092
2026,polyaniline conductor,K-salt electrolyte,9,14,4,8,6,11,6,2.205491060365808,126,2,16,10,3,12,0.2898107538801122,1.5160421545667448,0.6964871194379392,0.2898107538801122
2026,cellulose nanofiber matrix,glycerol organohydrogel,18,13,6,8,17,11,9,3.3009907543439465,234,1,1,47,8,8,0.28795518883771176,1.9022833723653396,0.8204918032786885,0.28795518883771176
2026,Prussian-blue/hexacyanoferrate electrode,graphene/graphene-oxide scaffold,4,15,4,7,1,11,3,0.9969469257391151,60,2,0,2,4,8,0.28669134527724305,0.8651639344262294,0.4695550351288056,0.28669134527724305
2026,TEMPO/viologen organic redox,metal-oxide electrode,4,8,1,5,3,4,1,0.35295612386476116,32,2,5,4,1,6,0.2824568171271089,0.5603629976580796,0.3515222482435597,0.2824568171271089
2026,TEMPO/viologen organic redox,Prussian-blue/hexacyanoferrate electrode,4,4,1,4,3,1,1,0.33380820069533407,16,2,5,4,1,4,0.2782372507705238,0.42722482435597187,0.3050351288056206,0.2782372507705238
2026,Cu-based redox electrolyte,Li-salt electrolyte,8,17,4,6,6,14,2,0.7088002341550811,136,2,0,10,8,9,0.27328934292520224,1.0828454332552695,0.5295081967213116,0.27328934292520224
2026,PAM/polyacrylamide matrix,iodide/triiodide electrolyte,14,13,4,11,11,8,6,2.1605116332847136,182,1,1,12,4,14,0.2731091111271424,1.6755854800936771,0.7387587822014051,0.2731091111271424
2026,Cu-based redox electrolyte,graphene/graphene-oxide scaffold,8,15,4,7,6,11,3,1.22391404025465,120,2,0,10,8,8,0.2697106454041496,1.1694379391100702,0.5720140515222483,0.2697106454041496
2026,Cu-based redox electrolyte,carbon nanotube scaffold,8,19,4,10,6,15,6,2.719310162916351,152,2,0,10,8,13,0.26895002761806197,1.4871194379391102,0.6747072599531616,0.26895002761806197
2026,Cu-based redox electrolyte,chitosan matrix,8,12,4,2,6,10,3,1.189698581118069,96,1,0,10,8,3,0.2684713269727977,1.1310304449648712,0.5475409836065575,0.2684713269727977
2026,PAM/polyacrylamide matrix,K-salt electrolyte,14,14,4,8,11,11,9,3.2325339728356792,196,1,1,12,4,12,0.2682083018538034,1.8444379391100703,0.7963700234192038,0.2682083018538034
2026,Prussian-blue/hexacyanoferrate electrode,Li-salt electrolyte,4,17,4,6,1,14,3,0.9969469257391151,68,2,0,2,4,9,0.26777661637215705,0.9049765807962529,0.47892271662763464,0.26777661637215705
2026,PNIPAM thermoresponsive polymer,zwitterionic polymer,3,2,1,2,2,1,1,0.3898712452512801,6,2,0,2,1,2,0.2675121201400161,0.29291569086651054,0.25737704918032783,0.2675121201400161
2026,PNIPAM thermoresponsive polymer,Cu-based redox electrolyte,3,8,1,4,2,6,0,0.0,24,3,0,2,1,8,0.2671713026321163,0.2069086651053864,0.2382903981264637,0.2671713026321163
2026,cellulose nanofiber matrix,zwitterionic polymer,18,2,6,2,17,1,2,0.7088002341550811,36,2,1,47,8,2,0.26712482912856284,0.6586651053864169,0.38208430913348945,0.26712482912856284
2026,glycerol organohydrogel,ionic-liquid electrolyte,13,20,8,5,11,19,9,3.3137977488353716,260,2,0,10,8,12,0.2622397503633451,1.813583138173302,0.7831381733021077,0.2622397503633451
2026,MXene scaffold,cellulose nanofiber matrix,14,18,7,6,8,17,9,3.3767373004104044,252,1,3,9,5,8,0.2616086510153899,1.9642857142857144,0.8325526932084308,0.2616086510153899
2026,Prussian-blue/hexacyanoferrate electrode,zwitterionic polymer,4,2,4,2,1,1,0,0.0,8,3,0,2,4,2,0.2613652272422734,0.10386416861826699,0.20837236533957842,0.2613652272422734
2026,TEMPO/viologen organic redox,ethylene-glycol organohydrogel,4,8,1,4,3,5,2,0.6867643245600952,32,2,5,4,1,6,0.2611747991340937,0.667096018735363,0.38032786885245895,0.2611747991340937
2026,TEMPO/viologen organic redox,Cu-based redox electrolyte,4,8,1,4,3,6,0,0.0,32,3,5,4,1,8,0.2558694010991018,0.3676229508196721,0.268384074941452,0.2558694010991018
2026,Cu-based redox electrolyte,Na-salt electrolyte,8,19,4,9,6,15,4,1.5663494518503445,152,2,0,10,8,10,0.25547225229426546,1.32019906323185,0.6085480093676815,0.25547225229426546
2026,Prussian-blue/hexacyanoferrate electrode,PVA polymer matrix,4,23,4,14,1,21,4,1.477845272702103,92,2,0,2,4,23,0.2502574490880194,1.0968969555035128,0.5224824355971897,0.2502574490880194
2026,Cu-based redox electrolyte,ionic-liquid electrolyte,8,20,4,5,6,19,6,2.6666201539847774,160,2,0,10,8,12,0.243848435999807,1.5223653395784542,0.679976580796253,0.243848435999807
2026,ethylene-glycol organohydrogel,glycerol organohydrogel,8,13,4,8,5,11,3,0.9954005659172347,104,2,16,13,6,8,0.24366606126402077,1.1358899297423886,0.5391100702576113,0.24366606126402077
2026,polyaniline conductor,gelatin matrix,9,15,4,7,6,14,5,1.8350016952924224,135,2,16,10,3,13,0.24289067329430863,1.4648126463700235,0.6524590163934426,0.24289067329430863
2026,cyclodextrin host,quinone redox electrolyte,3,1,2,1,2,0,0,0.0,3,3,0,2,3,3,0.24207444017873514,0.07810304449648711,0.19572599531615922,0.24207444017873514
2026,Cu-based redox electrolyte,polyaniline conductor,8,9,4,4,6,6,2,0.7687944269412312,72,2,0,10,8,3,0.23510359157547578,0.8725995316159251,0.4544496487119438,0.23510359157547578
2026,MoS2 scaffold,porous carbon electrode,2,9,0,9,2,2,2,0.663138725043781,18,2,3,2,0,8,0.23404034948970062,0.5242974238875878,0.319672131147541,0.23404034948970062
2026,acetonitrile/nitrile solvent,Na-salt electrolyte,5,19,4,9,2,15,4,1.511153310942369,95,2,0,2,6,10,0.23318611688604218,1.1089578454332554,0.5205503512880563,0.23318611688604218
2026,Prussian-blue/hexacyanoferrate electrode,deep-eutectic electrolyte,4,9,4,2,1,8,3,1.144037072006769,36,2,0,2,4,2,0.2327339856238838,0.7457845433255269,0.4124121779859485,0.2327339856238838
2026,glycerol organohydrogel,zwitterionic polymer,13,2,8,2,11,1,2,0.7088002341550811,26,2,0,10,8,2,0.2324877143711431,0.5442037470725996,0.32330210772833723,0.2324877143711431
2026,PAM/polyacrylamide matrix,gelatin matrix,14,15,4,7,11,14,10,3.7254274962152256,210,1,1,12,4,13,0.23166451312297776,1.90076112412178,0.7928571428571429,0.23166451312297776
2026,PAM/polyacrylamide matrix,Na-salt electrolyte,14,19,4,9,11,15,10,3.6948653591947918,266,1,1,12,4,10,0.23142110937482357,1.9746487119437939,0.8270491803278689,0.23142110937482357
2026,chitosan matrix,PVA polymer matrix,12,23,2,14,10,21,9,3.6550096223021016,276,1,10,9,3,23,0.22373746771994862,2.0338992974238876,0.8338407494145199,0.22373746771994862
2026,polyaniline conductor,Li-salt electrolyte,9,17,4,6,6,14,6,2.1478177202406266,153,2,16,10,3,9,0.22175955383713278,1.5652224824355971,0.6838407494145199,0.22175955383713278
2026,acetonitrile/nitrile solvent,glycerol organohydrogel,5,13,4,8,2,11,3,1.19794698242946,65,2,0,2,6,8,0.21998633856545785,0.9402810304449649,0.4714285714285714,0.21998633856545785
2026,acetonitrile/nitrile solvent,chitosan matrix,5,12,4,2,2,10,1,0.33380820069533407,60,2,0,2,6,3,0.2132064390915029,0.643559718969555,0.35796252927400474,0.2132064390915029
2026,deep-eutectic electrolyte,iodide/triiodide electrolyte,9,13,2,11,8,8,4,1.3782919435649472,117,2,11,12,2,14,0.20860006703258643,1.298887587822014,0.585480093676815,0.20860006703258643
2026,cellulose nanofiber matrix,metal-oxide electrode,18,8,6,5,17,4,6,2.185191557844186,144,2,1,47,8,6,0.20756871591354614,1.4612997658079625,0.6379391100702576,0.20756871591354614
2026,polyaniline conductor,Na-salt electrolyte,9,19,4,9,6,15,7,2.5708491968048963,171,2,16,10,3,10,0.20694819602373574,1.695784543325527,0.7162763466042155,0.20694819602373574
2026,glycerol organohydrogel,silica/inorganic nanoparticle filler,13,13,8,6,11,7,6,2.132689873088233,169,2,0,10,8,5,0.20521871728441615,1.4989461358313818,0.6530444964871195,0.20521871728441615
2026,cellulose nanofiber matrix,polyaniline conductor,18,9,6,4,17,6,6,2.213924876982374,162,1,1,47,8,3,0.20506452855464657,1.6151639344262296,0.6887587822014052,0.20506452855464657
2026,zwitterionic polymer,K-salt electrolyte,2,14,2,8,1,11,2,0.7088002341550811,28,2,1,2,2,12,0.204922960518091,0.6059718969555036,0.3408665105386417,0.204922960518091
2026,cellulose nanofiber matrix,ethylene-glycol organohydrogel,18,8,6,4,17,5,6,2.0980031935538,144,2,1,47,8,6,0.20426197136892302,1.4454918032786885,0.627751756440281,0.20426197136892302
2026,silica/inorganic nanoparticle filler,zwitterionic polymer,13,2,6,2,7,1,1,0.318928988903801,26,2,27,16,5,2,0.20310401663188848,0.5049180327868853,0.2981264637002342,0.20310401663188848
2026,PNIPAM thermoresponsive polymer,quinone redox electrolyte,3,1,1,1,2,0,0,0.0,3,3,0,2,1,3,0.20282694542382942,0.07810304449648711,0.1793325526932084,0.20282694542382942
2026,Prussian-blue/hexacyanoferrate electrode,Na-salt electrolyte,4,19,4,9,1,15,3,0.9969469257391151,76,2,0,2,4,10,0.2025887332877359,0.9576697892271662,0.47002341920374713,0.2025887332877359
2026,MXene scaffold,Prussian-blue/hexacyanoferrate electrode,14,4,7,4,8,1,4,1.477845272702103,56,2,3,9,5,4,0.20128178195503058,1.019847775175644,0.4783372365339579,0.20128178195503058
2026,Cu-based redox electrolyte,glycerol organohydrogel,8,13,4,8,6,11,4,1.631597819912483,104,2,0,10,8,8,0.19862731239425005,1.1580210772833723,0.5307962529274005,0.19862731239425005
2026,Prussian-blue/hexacyanoferrate electrode,glycerol organohydrogel,4,13,4,8,1,11,2,0.663138725043781,52,2,0,2,4,8,0.19728738521984274,0.6950234192037471,0.3686182669789227,0.19728738521984274
2026,MXene scaffold,zwitterionic polymer,14,2,7,2,8,1,1,0.318928988903801,28,2,3,9,5,2,0.1964869563199264,0.4744730679156909,0.2825526932084309,0.1964869563199264
2026,cyclodextrin host,K-salt electrolyte,3,14,2,8,2,11,2,0.7088002341550811,42,2,0,2,3,12,0.19457487337039336,0.6812060889929742,0.35936768149882903,0.19457487337039336
2026,TEMPO/viologen organic redox,K-salt electrolyte,4,14,1,8,3,11,3,1.077855561815906,56,2,5,4,1,12,0.19421559652876547,0.9443208430913348,0.46206088992974237,0.19421559652876547
2026,MoS2 scaffold,Prussian-blue/hexacyanoferrate electrode,2,4,0,4,2,1,1,0.32351545314867247,8,2,3,2,0,4,0.19409927896586635,0.338056206088993,0.232903981264637,0.19409927896586635
2026,deep-eutectic electrolyte,porous carbon electrode,9,9,2,9,8,2,4,1.533908317258049,81,2,11,12,2,8,0.1914451241470725,1.2016978922716628,0.5441451990632318,0.1914451241470725
2026,glycerol organohydrogel,metal-oxide electrode,13,8,8,5,11,4,6,2.106722815263043,104,2,0,10,8,6,0.19138338707122646,1.260655737704918,0.5570257611241217,0.19138338707122646
2026,biomass-derived matrix,iodide/triiodide electrolyte,8,13,0,11,8,8,4,1.4130977999238008,104,2,3,9,1,14,0.18958237350998922,1.196311475409836,0.540983606557377,0.18958237350998922
2026,alginate matrix,PVA polymer matrix,12,23,1,14,11,21,9,3.234994607968976,276,1,2,8,1,23,0.18882075033798384,1.9653981264637002,0.8019906323185011,0.18882075033798384
2026,PAM/polyacrylamide matrix,porous carbon electrode,14,9,4,9,11,2,5,1.7619026152590247,126,2,1,12,4,8,0.1848405047069463,1.3519320843091334,0.5850117096018735,0.1848405047069463
2026,cellulose nanofiber matrix,cyclodextrin host,18,3,6,2,17,2,2,0.7088002341550811,54,2,1,47,8,3,0.184673074261511,0.7792740046838408,0.3984777517564403,0.184673074261511
2026,PAM/polyacrylamide matrix,zwitterionic polymer,14,2,4,2,11,1,1,0.3898712452512801,28,2,1,12,4,2,0.18369752884103205,0.48817330210772836,0.2804449648711944,0.18369752884103205
2026,Cu-based redox electrolyte,PEDOT:PSS conductor,8,13,4,1,6,13,3,1.1764782065990644,104,1,0,10,8,3,0.18274353133972712,1.155327868852459,0.5186182669789228,0.18274353133972712
2026,Cu-based redox electrolyte,quinone redox electrolyte,8,1,4,1,6,0,0,0.0,8,3,0,10,8,3,0.18114262338088463,0.10386416861826699,0.1714871194379391,0.18114262338088463
2026,graphene/graphene-oxide scaffold,zwitterionic polymer,15,2,7,2,11,1,0,0.0,30,3,0,33,8,2,0.18106885503214193,0.27014051522248245,0.2140515222482436,0.18106885503214193
2026,chitosan matrix,iodide/triiodide electrolyte,12,13,2,11,10,8,5,1.7908009896092214,156,2,10,9,3,14,0.18035971412372329,1.4920374707259951,0.6303278688524591,0.18035971412372329
2026,PNIPAM thermoresponsive polymer,polyaniline conductor,3,9,1,4,2,6,1,0.33380820069533407,27,2,0,2,1,3,0.17884853869444503,0.4210772833723654,0.25199063231850116,0.17884853869444503
2026,glycerol organohydrogel,graphene/graphene-oxide scaffold,13,15,8,7,11,11,7,2.565383273241961,195,2,0,10,8,8,0.17452843731192497,1.6387587822014051,0.677400468384075,0.17452843731192497
2026,cellulose nanofiber matrix,chitosan matrix,18,12,6,2,17,10,7,2.631924480649743,216,2,1,47,8,3,0.1736138377839917,1.721311475409836,0.7055035128805621,0.1736138377839917
2026,PNIPAM thermoresponsive polymer,K-salt electrolyte,3,14,1,8,2,11,2,0.7294945171463887,42,2,0,2,1,12,0.17189907497098933,0.6985948477751757,0.35532786885245904,0.17189907497098933
2026,PAM/polyacrylamide matrix,Li-salt electrolyte,14,17,4,6,11,14,9,3.5980208189059315,238,1,1,12,4,9,0.17060634742294553,1.9186768149882902,0.7723653395784544,0.17060634742294553
2026,cyclodextrin host,gelatin matrix,3,15,2,7,2,14,3,1.0986714794063612,45,2,0,2,3,13,0.16996580384518728,0.8166276346604215,0.3985948477751757,0.16996580384518728
2026,PAM/polyacrylamide matrix,graphene/graphene-oxide scaffold,14,15,4,7,11,11,7,2.5001349051798223,210,1,1,12,4,8,0.1698107488676066,1.7857728337236534,0.7250585480093676,0.1698107488676066
2026,Cu-based redox electrolyte,cellulose nanofiber matrix,8,18,4,6,6,17,5,2.0237413761214387,144,2,0,10,8,8,0.16803834129933246,1.3771077283372364,0.584192037470726,0.16803834129933246
2026,PAM/polyacrylamide matrix,Prussian-blue/hexacyanoferrate electrode,14,4,4,4,11,1,2,0.663138725043781,56,2,1,12,4,4,0.16799745552239906,0.7474238875878221,0.3793911007025761,0.16799745552239906
2026,acetonitrile/nitrile solvent,cellulose nanofiber matrix,5,18,4,6,2,17,3,1.0766355698113754,90,2,0,2,6,8,0.1677714004041716,0.9969555035128805,0.4516393442622951,0.1677714004041716
2026,MXene scaffold,metal-oxide electrode,14,8,7,5,8,4,3,1.0117138151213285,112,2,3,9,5,6,0.1677534884259232,1.1382903981264636,0.49800936768149884,0.1677534884259232
2026,biomass-derived matrix,porous carbon electrode,8,9,0,9,8,2,1,0.48089834696298783,72,2,3,9,1,8,0.16550569753667765,0.8057377049180328,0.39063231850117097,0.16550569753667765
2026,deep-eutectic electrolyte,carbon nanotube scaffold,9,19,2,10,8,15,6,2.1470863705061785,171,1,11,12,2,13,0.16438249300368296,1.7065573770491802,0.6866510538641687,0.16438249300368296
2026,MoS2 scaffold,metal-oxide electrode,2,8,0,5,2,4,2,0.663138725043781,16,2,3,2,0,6,0.16407681495456647,0.5067330210772834,0.2717798594847775,0.16407681495456647
2026,TEMPO/viologen organic redox,cyclodextrin host,4,3,1,2,3,2,0,0.0,12,3,5,4,1,3,0.16396118222086892,0.2142271662763466,0.1857142857142857,0.16396118222086892
2026,PAM/polyacrylamide matrix,ionic-liquid electrolyte,14,20,4,5,11,19,10,4.020237285382769,280,2,1,12,4,12,0.16310442927704288,1.9061475409836064,0.7587822014051522,0.16310442927704288
2026,MXene scaffold,PAM/polyacrylamide matrix,14,14,7,4,8,11,7,2.5496083856969056,196,2,3,9,5,4,0.16249547121130753,1.7131147540983604,0.6894613583138174,0.16249547121130753
2026,zwitterionic polymer,gelatin matrix,2,15,2,7,1,14,2,0.7088002341550811,30,2,1,2,2,13,0.16153454118201233,0.620023419203747,0.3126463700234192,0.16153454118201233
2026,acetonitrile/nitrile solvent,deep-eutectic electrolyte,5,9,4,2,2,8,0,0.0,45,3,0,2,6,2,0.16148431101530303,0.38489461358313826,0.2204918032786885,0.16148431101530303
2026,PNIPAM thermoresponsive polymer,gelatin matrix,3,15,1,7,2,14,3,1.0633027178417227,45,2,0,2,1,13,0.16023068447832048,0.8024004683840749,0.38255269320843094,0.16023068447832048
2026,TEMPO/viologen organic redox,deep-eutectic electrolyte,4,9,1,2,3,8,1,0.3459762562611936,36,2,5,4,1,2,0.15926937499922197,0.5828454332552694,0.2934426229508197,0.15926937499922197
2026,Cu-based redox electrolyte,PAM/polyacrylamide matrix,8,14,4,4,6,11,1,0.40242960438184466,112,2,0,10,8,4,0.15803707894846017,0.8720725995316159,0.40374707259953163,0.15803707894846017
2026,MXene scaffold,cyclodextrin host,14,3,7,2,8,2,2,0.7088002341550811,42,2,3,9,5,3,0.15704887817760652,0.7458430913348946,0.3663934426229508,0.15704887817760652
2026,MoS2 scaffold,quinone redox electrolyte,2,1,0,1,2,0,0,0.0,2,3,3,2,0,3,0.1567893823951675,0.13805620608899297,0.15702576112412175,0.1567893823951675
2026,biomass-derived matrix,K-salt electrolyte,8,14,0,8,8,11,3,1.0341746182338496,112,1,3,9,1,12,0.15677088502028508,1.2346604215456676,0.526112412177986,0.15677088502028508
2026,TEMPO/viologen organic redox,gelatin matrix,4,15,1,7,3,14,2,0.7127313823852852,60,2,5,4,1,13,0.15675248945681033,0.8764051522248244,0.40351288056206086,0.15675248945681033
2026,cellulose nanofiber matrix,deep-eutectic electrolyte,18,9,6,2,17,8,7,2.621631733103081,162,1,1,47,8,2,0.1562861502227187,1.6751170960187354,0.6675644028103045,0.1562861502227187
2026,TEMPO/viologen organic redox,carbon nanotube scaffold,4,19,1,10,3,15,4,1.41166376251124,76,2,5,4,1,13,0.15625814444316968,1.1470140515222482,0.4909250585480094,0.15625814444316968
2026,alginate matrix,acetonitrile/nitrile solvent,12,5,1,4,11,2,1,0.36926937306885504,60,2,2,8,1,6,0.15563776661463466,0.7052107728337236,0.34168618266978923,0.15563776661463466
2026,PNIPAM thermoresponsive polymer,silica/inorganic nanoparticle filler,3,13,1,6,2,7,2,0.6734314725904427,39,2,0,2,1,5,0.15416562241367018,0.6263466042154567,0.30509367681498833,0.15416562241367018
2026,Prussian-blue/hexacyanoferrate electrode,cellulose nanofiber matrix,4,18,4,6,1,17,3,0.9969469257391151,72,2,0,2,4,8,0.15364087053322464,0.9342505854800935,0.42072599531615923,0.15364087053322464
2026,TEMPO/viologen organic redox,graphene/graphene-oxide scaffold,4,15,1,7,3,11,4,1.41166376251124,60,2,5,4,1,8,0.15322470866040533,1.0545081967213115,0.4427400468384075,0.15322470866040533
2026,MXene scaffold,acetonitrile/nitrile solvent,14,5,7,4,8,2,2,0.7030775737641891,70,2,3,9,5,6,0.152873418333263,0.8858313817330211,0.4023419203747073,0.152873418333263
2026,Prussian-blue/hexacyanoferrate electrode,chitosan matrix,4,12,4,2,1,10,2,0.814706547658322,48,2,0,2,4,3,0.1527186241513018,0.742271662763466,0.3543325526932084,0.1527186241513018
2026,alginate matrix,cyclodextrin host,12,3,1,2,11,2,1,0.318928988903801,36,2,2,8,1,3,0.15256539501701047,0.5083723653395784,0.25608899297423887,0.15256539501701047
2026,alginate matrix,carbon nanotube scaffold,12,19,1,10,11,15,11,4.0483431199810385,228,1,2,8,1,13,0.15174384135154978,1.950526932084309,0.7560889929742389,0.15174384135154978
2026,TEMPO/viologen organic redox,PVA polymer matrix,4,23,1,14,3,21,3,1.0327405808212888,92,2,5,4,1,23,0.15097376208559976,1.0717798594847776,0.44320843091334894,0.15097376208559976
2026,TEMPO/viologen organic redox,quinone redox electrolyte,4,1,1,1,3,0,0,0.0,4,3,5,4,1,3,0.15047214335709386,0.1673887587822014,0.1531615925058548,0.15047214335709386
2026,TEMPO/viologen organic redox,Li-salt electrolyte,4,17,1,6,3,14,3,1.0587076386464789,68,1,5,4,1,9,0.14947778801679362,1.093735362997658,0.4537470725995316,0.14947778801679362
2026,TEMPO/viologen organic redox,polyaniline conductor,4,9,1,4,3,6,2,0.6797844569565277,36,2,5,4,1,3,0.14890386985039802,0.6879976580796253,0.32049180327868854,0.14890386985039802
2026,alginate matrix,iodide/triiodide electrolyte,12,13,1,11,11,8,7,2.505407680013705,156,2,2,8,1,14,0.14682749081528157,1.5615339578454333,0.6225995316159251,0.14682749081528157
2026,chitosan matrix,ionic-liquid electrolyte,12,20,2,5,10,19,5,1.8075641243703249,240,1,10,9,3,12,0.14580386072962964,1.7748243559718968,0.6887587822014051,0.14580386072962964
2026,chitosan matrix,porous carbon electrode,12,9,2,9,10,2,4,1.5442010648047106,108,2,10,9,3,8,0.14570727720774534,1.2728337236533955,0.5189695550351288,0.14570727720774534
2026,alginate matrix,porous carbon electrode,12,9,1,9,11,2,5,1.7619026152590247,108,2,2,8,1,8,0.14545418802743248,1.2716042154566745,0.5166276346604215,0.14545418802743248
2026,chitosan matrix,gelatin matrix,12,15,2,7,10,14,8,3.1128228276127308,180,1,10,9,3,13,0.14527329562641195,1.8279274004683839,0.7106557377049181,0.14527329562641195
2026,alginate matrix,K-salt electrolyte,12,14,1,8,11,11,9,3.1640523516214967,168,1,2,8,1,12,0.1448949881693828,1.7575526932084309,0.674824355971897,0.1448949881693828
2026,deep-eutectic electrolyte,K-salt electrolyte,9,14,2,8,8,11,6,2.1878654988617146,126,2,11,12,2,12,0.14301869878970297,1.5030444964871195,0.5994145199063232,0.14301869878970297
2026,biomass-derived matrix,PVA polymer matrix,8,23,0,14,8,21,7,2.913514722641239,184,1,3,9,1,23,0.14120960621290116,1.8007025761124122,0.6975409836065575,0.14120960621290116
2026,chitosan matrix,carbon nanotube scaffold,12,19,2,10,10,15,7,2.52029550675561,228,2,10,9,3,13,0.14028064702395238,1.7819086651053864,0.6860655737704917,0.14028064702395238
2026,MoS2 scaffold,iodide/triiodide electrolyte,2,13,0,11,2,8,1,0.32351545314867247,26,2,3,2,0,14,0.1397346250426192,0.4610070257611242,0.22857142857142854,0.1397346250426192
2026,PNIPAM thermoresponsive polymer,deep-eutectic electrolyte,3,9,1,2,2,8,0,0.0,27,3,0,2,1,2,0.1375424302389873,0.2420374707259953,0.1661007025761124,0.1375424302389873
2026,biomass-derived matrix,gelatin matrix,8,15,0,7,8,14,4,1.5811801219385848,120,1,3,9,1,13,0.13724333003516745,1.4110655737704918,0.560304449648712,0.13724333003516745
2026,cyclodextrin host,polyaniline conductor,3,9,2,4,2,6,1,0.3898712452512801,27,2,0,2,3,3,0.13688772641785946,0.4416276346604216,0.2154566744730679,0.13688772641785946
2026,zwitterionic polymer,carbon nanotube scaffold,2,19,2,10,1,15,1,0.318928988903801,38,2,1,2,2,13,0.13641389078965935,0.5125878220140515,0.24279859484777516,0.13641389078965935
