cutoff_year,ite_donor_material,tg_anchor_material,u_degree_all,v_degree_all,u_degree_tg,v_degree_tg,u_degree_ite,v_degree_ite,common_neighbors,adamic_adar,preferential_attachment,shortest_path,ite_lead_years,ite_count,tg_donor_count,tg_anchor_count,future_TG_material_pair_label,future_example_title,future_window,ml_score,graph_score,hybrid_score,material_prediction_score
2022,deep-eutectic electrolyte,ferri/ferrocyanide electrolyte,2,11,0,11,2,3,1,0.40242960438184466,22,2,8,2,0,23,1,Robust thermocells based on deep eutectic solvent-tailored gel electrolytes for low-grade heat harvesting,2023-2026,0.5410211805664786,0.9373456790123458,0.5895061728395061,0.5410211805664786
2022,metal-oxide electrode,porous carbon electrode,1,8,0,8,1,0,1,0.43429448190325176,8,2,9,30,2,4,0,,2023-2026,0.5388900901548108,0.685082304526749,0.49444444444444446,0.5388900901548108
2022,PEDOT:PSS conductor,Fe2+/Fe3+ redox electrolyte,10,6,0,6,10,0,2,1.0556294164628637,60,2,11,46,0,13,0,,2023-2026,0.5318137147953719,1.4978395061728393,0.7872427983539094,0.5318137147953719
2022,metal-oxide electrode,carbon nanotube scaffold,1,13,0,7,1,7,1,0.43429448190325176,13,2,9,30,2,9,0,,2023-2026,0.5281626988904412,0.8538065843621401,0.5584362139917695,0.5281626988904412
2022,Na-salt electrolyte,iodide/triiodide electrolyte,12,9,8,7,5,4,6,2.5074073740794156,108,2,7,16,5,9,0,,2023-2026,0.523210798488436,1.800308641975309,0.8779835390946502,0.523210798488436
2022,metal-oxide electrode,cyclodextrin host,1,1,0,1,1,0,0,0.0,1,4,9,30,2,2,0,,2023-2026,0.5189545933491555,0.2002057613168724,0.3148148148148148,0.5189545933491555
2022,K-salt electrolyte,carbon nanotube scaffold,9,13,7,7,6,7,6,2.5749419518885883,117,1,0,8,8,9,0,,2023-2026,0.5165613088458793,1.8615226337448558,0.9045267489711935,0.5165613088458793
2022,metal-oxide electrode,glycerol organohydrogel,1,6,0,6,1,0,0,0.0,6,3,9,30,2,2,0,,2023-2026,0.5156239624295649,0.3281893004115226,0.37078189300411524,0.5156239624295649
2022,metal-oxide electrode,Prussian-blue/hexacyanoferrate electrode,1,3,0,3,1,1,0,0.0,3,3,9,30,2,3,0,,2023-2026,0.5096754490833859,0.27057613168724276,0.3372427983539094,0.5096754490833859
2022,cellulose nanofiber matrix,Fe2+/Fe3+ redox electrolyte,11,6,3,6,8,0,3,1.2918436995985152,66,2,1,17,2,13,0,,2023-2026,0.5094941347747381,1.530761316872428,0.7958847736625514,0.5094941347747381
2022,chitosan matrix,Fe2+/Fe3+ redox electrolyte,3,6,0,6,3,0,0,0.0,18,3,9,3,0,13,0,,2023-2026,0.5075284513706235,0.6018518518518519,0.4547325102880658,0.5075284513706235
2022,graphene/graphene-oxide scaffold,iodide/triiodide electrolyte,10,9,5,7,6,4,4,1.6498581563841521,90,2,0,19,5,9,0,,2023-2026,0.49974753416504636,1.6239711934156378,0.8277777777777777,0.49974753416504636
2022,TEMPO/viologen organic redox,ferri/ferrocyanide electrolyte,2,11,0,11,2,3,0,0.0,22,3,2,2,0,23,0,,2023-2026,0.48747076430631286,0.6232510288065843,0.45452674897119344,0.48747076430631286
2022,ethylene-glycol organohydrogel,cyclodextrin host,1,1,0,1,1,0,0,0.0,1,3,16,8,0,2,0,,2023-2026,0.4863011046813408,0.2544238683127572,0.320679012345679,0.4863011046813408
2022,K-salt electrolyte,porous carbon electrode,9,8,7,8,6,0,4,1.7674438676086184,72,2,0,8,8,4,0,,2023-2026,0.48602080542578624,1.5771604938271602,0.8047325102880658,0.48602080542578624
2022,K-salt electrolyte,glycerol organohydrogel,9,6,7,6,6,0,5,2.0926611924022036,54,2,0,8,8,2,0,,2023-2026,0.4783440961036757,1.5541152263374485,0.789917695473251,0.4783440961036757
2022,graphene/graphene-oxide scaffold,glycerol organohydrogel,10,6,5,6,6,0,3,1.2878019836385142,60,2,0,19,5,2,0,,2023-2026,0.4657859250586157,1.4815843621399176,0.7563786008230452,0.4657859250586157
2022,ethylene-glycol organohydrogel,iodide/triiodide electrolyte,1,9,0,7,1,4,1,0.36067376022224085,9,2,16,8,0,9,0,,2023-2026,0.45135066379138633,0.6856995884773662,0.4754115226337448,0.45135066379138633
2022,polyaniline conductor,iodide/triiodide electrolyte,5,9,2,7,3,4,1,0.36067376022224085,45,2,16,7,1,9,0,,2023-2026,0.44032699882604187,1.1898148148148149,0.6625514403292181,0.44032699882604187
2022,deep-eutectic electrolyte,Fe2+/Fe3+ redox electrolyte,2,6,0,6,2,0,0,0.0,12,3,8,2,0,13,0,,2023-2026,0.43058294006163256,0.4772633744855967,0.4056584362139918,0.43058294006163256
2022,ethylene-glycol organohydrogel,metal-oxide electrode,1,1,0,0,1,1,0,0.0,1,3,16,8,0,2,0,,2023-2026,0.4186111750060798,0.2544238683127572,0.31059670781893,0.4186111750060798
2022,TEMPO/viologen organic redox,Fe2+/Fe3+ redox electrolyte,2,6,0,6,2,0,0,0.0,12,3,2,2,0,13,0,,2023-2026,0.41174586424419013,0.45658436213991765,0.3920781893004115,0.41174586424419013
2022,PEDOT:PSS conductor,carbon nanotube scaffold,10,13,0,7,10,7,5,2.0695498512450023,130,1,11,46,0,9,0,,2023-2026,0.40588753007601536,1.9371399176954733,0.9002057613168724,0.40588753007601536
2022,silica/inorganic nanoparticle filler,iodide/triiodide electrolyte,3,9,0,7,3,4,1,0.36067376022224085,27,2,27,7,1,9,0,,2023-2026,0.40061068671088595,1.0650205761316873,0.6138888888888889,0.40061068671088595
2022,Na-salt electrolyte,ionic-liquid electrolyte,12,16,8,3,5,15,6,2.6262495482967654,192,1,7,16,5,8,0,,2023-2026,0.3933447829630881,1.98940329218107,0.9133744855967079,0.3933447829630881
2022,acetonitrile/nitrile solvent,carbon nanotube scaffold,4,13,3,7,2,7,3,1.2966917204986474,52,2,0,2,4,9,0,,2023-2026,0.3889776414667979,1.4560699588477366,0.7380658436213992,0.3889776414667979
2022,gelatin matrix,carbon nanotube scaffold,8,13,5,7,5,7,6,2.595795600274842,104,1,0,5,4,9,0,,2023-2026,0.3843353192451885,1.828395061728395,0.8650205761316871,0.3843353192451885
2022,polyaniline conductor,carbon nanotube scaffold,5,13,2,7,3,7,3,1.2292627240287444,65,2,16,7,1,9,1,Constructing Flexible Film Electrode with Porous Layered Structure by MXene/SWCNTs/PANI Ternary Composite for Efficient Low-Grade Thermal Energy Harvest,2023-2026,0.37571818212442143,1.593724279835391,0.7913580246913581,0.37571818212442143
2022,polyaniline conductor,porous carbon electrode,5,8,2,8,3,0,3,1.3530788686767399,40,2,16,7,1,4,0,,2023-2026,0.3702349117730124,1.5128600823045268,0.7631687242798354,0.3702349117730124
2022,ethylene-glycol organohydrogel,Cu-based redox electrolyte,1,2,0,1,1,1,0,0.0,2,3,16,8,0,3,0,,2023-2026,0.36985097034235204,0.275,0.31234567901234567,0.36985097034235204
2022,PVA polymer matrix,Fe2+/Fe3+ redox electrolyte,12,6,3,6,9,0,3,1.2745816091195097,72,2,8,10,2,13,1,Deep-learning-assisted thermogalvanic hydrogel fiber sensor for self-powered in-nostril respiratory monitoring,2023-2026,0.3646892399993661,1.5738683127572015,0.7790123456790123,0.3646892399993661
2022,gelatin matrix,iodide/triiodide electrolyte,8,9,5,7,5,4,4,1.6352553693417504,72,2,0,5,4,9,1,Edible temperature-responsive-adhesive thermogalvanic hydrogel for self-powered multi-sited fatigue monitoring,2023-2026,0.3614554675539502,1.5669753086419753,0.7722222222222221,0.3614554675539502
2022,acetonitrile/nitrile solvent,glycerol organohydrogel,4,6,3,6,2,0,1,0.48089834696298783,24,2,0,2,4,2,0,,2023-2026,0.3529944206087948,0.9832304526748972,0.5661522633744855,0.3529944206087948
2022,ethylene-glycol organohydrogel,porous carbon electrode,1,8,0,8,1,0,1,0.36067376022224085,8,2,16,8,0,4,0,,2023-2026,0.3496565544051835,0.6486625514403292,0.4309670781893004,0.3496565544051835
2022,gelatin matrix,porous carbon electrode,8,8,5,8,5,0,5,2.128117627830859,64,2,0,5,4,4,0,,2023-2026,0.3450631033894158,1.5957818930041152,0.7839506172839505,0.3450631033894158
2022,Na-salt electrolyte,graphene/graphene-oxide scaffold,12,10,8,5,5,6,7,3.0787383751496673,120,2,7,16,5,5,0,,2023-2026,0.34273215031199844,1.8723251028806587,0.8681069958847736,0.34273215031199844
2022,polyaniline conductor,Cu-based redox electrolyte,5,2,2,1,3,1,1,0.43429448190325176,10,2,16,7,1,3,0,,2023-2026,0.342038991263576,0.7862139917695473,0.48950617283950615,0.342038991263576
2022,Cu-based redox electrolyte,iodide/triiodide electrolyte,2,9,1,7,1,4,0,0.0,18,3,0,2,3,9,0,,2023-2026,0.34197538278949113,0.5262345679012346,0.3957818930041152,0.34197538278949113
2022,ethylene-glycol organohydrogel,acetonitrile/nitrile solvent,1,4,0,3,1,2,1,0.36067376022224085,4,2,16,8,0,4,0,,2023-2026,0.3391671166348661,0.5807613168724279,0.4090534979423868,0.3391671166348661
2022,acetonitrile/nitrile solvent,cyclodextrin host,4,1,3,1,2,0,1,0.45511961331341866,4,2,0,2,4,2,0,,2023-2026,0.331311080135257,0.5656378600823045,0.39958847736625513,0.331311080135257
2022,graphene/graphene-oxide scaffold,Prussian-blue/hexacyanoferrate electrode,10,3,5,3,6,1,2,0.8069036366755264,30,2,0,19,5,3,0,,2023-2026,0.32608277426664384,1.1876543209876542,0.6281893004115227,0.32608277426664384
2022,Na-salt electrolyte,PVA polymer matrix,12,12,8,3,5,9,7,3.0787383751496673,144,1,7,16,5,2,0,,2023-2026,0.3249748288414256,1.9842592592592594,0.8862139917695473,0.3249748288414256
2022,ethylene-glycol organohydrogel,carbon nanotube scaffold,1,13,0,7,1,7,1,0.36067376022224085,13,2,16,8,0,9,0,,2023-2026,0.3205857336093657,0.8173868312757202,0.4915637860082305,0.3205857336093657
2022,Li-salt electrolyte,carbon nanotube scaffold,9,13,2,7,7,7,6,2.503844333148254,117,1,1,11,3,9,0,,2023-2026,0.3189203275662069,1.8778806584362142,0.8592592592592592,0.3189203275662069
2022,acetonitrile/nitrile solvent,graphene/graphene-oxide scaffold,4,10,3,5,2,6,3,1.2966917204986474,40,2,0,2,4,5,0,,2023-2026,0.3160936752068884,1.400514403292181,0.6946502057613169,0.3160936752068884
2022,PEDOT:PSS conductor,iodide/triiodide electrolyte,10,9,0,7,10,4,4,1.6352553693417504,90,2,11,46,0,9,0,,2023-2026,0.31280437879089534,1.708230452674897,0.7895061728395061,0.31280437879089534
2022,Na-salt electrolyte,Prussian-blue/hexacyanoferrate electrode,12,3,8,3,5,1,2,0.8069036366755264,36,2,7,16,5,3,0,,2023-2026,0.3115172435763299,1.2974279835390947,0.654320987654321,0.3115172435763299
2022,K-salt electrolyte,Prussian-blue/hexacyanoferrate electrode,9,3,7,3,6,1,2,0.8069036366755264,27,2,0,8,8,3,0,,2023-2026,0.30675777611479815,1.1609053497942385,0.6127572016460905,0.30675777611479815
2022,silica/inorganic nanoparticle filler,carbon nanotube scaffold,3,13,0,7,3,7,2,0.8415721071852287,39,2,27,7,1,9,0,,2023-2026,0.30619039893078803,1.4204732510288065,0.6915637860082304,0.30619039893078803
2022,Cu-based redox electrolyte,metal-oxide electrode,2,1,1,0,1,1,0,0.0,2,3,0,2,3,2,0,,2023-2026,0.3043564331021278,0.16820987654320987,0.24876543209876542,0.3043564331021278
2022,polyaniline conductor,K-salt electrolyte,5,9,2,7,3,6,1,0.5581106265512472,45,2,16,7,1,8,0,,2023-2026,0.29820608025080486,1.2972222222222223,0.6432098765432098,0.29820608025080486
2022,silica/inorganic nanoparticle filler,cyclodextrin host,3,1,0,1,3,0,0,0.0,3,3,27,7,1,2,1,"Hierarchical heterostructure built on the basis of SiO2 dielectric matrix and supramolecular complex ?-cyclodextrin-ferrocene: Fabrication, physical properties and applications",2023-2026,0.2980441252717371,0.3230452674897119,0.30339506172839503,0.2980441252717371
2022,Cu-based redox electrolyte,porous carbon electrode,2,8,1,8,1,0,0,0.0,16,3,0,2,3,4,1,High-Performance Cu-Based Liquid Thermocells Enabled by Thermosensitive Crystallization and Etched Carbon Cloth Electrode,2023-2026,0.28665417375874874,0.4809670781893004,0.363477366255144,0.28665417375874874
2022,silica/inorganic nanoparticle filler,porous carbon electrode,3,8,0,8,3,0,1,0.36067376022224085,24,2,27,7,1,4,0,,2023-2026,0.2846866278614831,1.0094650205761317,0.5425925925925925,0.2846866278614831
2022,graphene/graphene-oxide scaffold,metal-oxide electrode,10,1,5,0,6,1,0,0.0,10,1,0,19,5,2,0,,2023-2026,0.2778079295238142,0.5159465020576132,0.3672839506172839,0.2778079295238142
2022,K-salt electrolyte,graphene/graphene-oxide scaffold,9,10,7,5,6,6,5,2.2371662679644384,90,2,0,8,8,5,1,Enhanced thermoelectric response of liquid electrolytes confined in graphene oxide nanochannel membranes,2023-2026,0.2772351683040506,1.6783950617283951,0.7724279835390946,0.2772351683040506
2022,graphene/graphene-oxide scaffold,ionic-liquid electrolyte,10,16,5,3,6,15,6,2.7985510134147966,160,1,0,19,5,8,0,,2023-2026,0.26904306940329015,1.92880658436214,0.848559670781893,0.26904306940329015
2022,Cu-based redox electrolyte,glycerol organohydrogel,2,6,1,6,1,0,0,0.0,12,3,0,2,3,2,0,,2023-2026,0.2675337420544094,0.41923868312757195,0.32551440329218106,0.2675337420544094
2022,ethylene-glycol organohydrogel,glycerol organohydrogel,1,6,0,6,1,0,0,0.0,6,3,16,8,0,2,0,,2023-2026,0.26664269240411265,0.3593621399176955,0.30936213991769546,0.26664269240411265
2022,Li-salt electrolyte,iodide/triiodide electrolyte,9,9,2,7,7,4,4,1.9541732854043876,81,1,1,11,3,9,0,,2023-2026,0.2582890815856774,1.714094650205761,0.7773662551440329,0.2582890815856774
2022,ethylene-glycol organohydrogel,Prussian-blue/hexacyanoferrate electrode,1,3,0,3,1,1,0,0.0,3,3,16,8,0,3,0,,2023-2026,0.2553604660266796,0.3017489711934156,0.2810699588477366,0.2553604660266796
2022,Na-salt electrolyte,acetonitrile/nitrile solvent,12,4,8,3,5,2,3,1.2966917204986474,48,2,7,16,5,4,0,,2023-2026,0.25476936154323204,1.4876543209876543,0.6969135802469135,0.25476936154323204
2022,cellulose nanofiber matrix,porous carbon electrode,11,8,3,8,8,0,4,1.5872690917586174,88,2,1,17,2,4,0,,2023-2026,0.25435401657196854,1.6173868312757202,0.7516460905349793,0.25435401657196854
2022,chitosan matrix,iodide/triiodide electrolyte,3,9,0,7,3,4,2,0.7631033646040855,27,2,9,3,0,9,0,,2023-2026,0.25434201952133106,1.2068930041152262,0.6004115226337449,0.25434201952133106
2022,ethylene-glycol organohydrogel,K-salt electrolyte,1,9,0,7,1,6,0,0.0,9,3,16,8,0,8,0,,2023-2026,0.2538922389854575,0.42932098765432103,0.3207818930041152,0.2538922389854575
2022,Cu-based redox electrolyte,acetonitrile/nitrile solvent,2,4,1,3,1,2,0,0.0,8,3,0,2,3,4,0,,2023-2026,0.2533374153724557,0.2854938271604939,0.26584362139917694,0.2533374153724557
2022,polyaniline conductor,metal-oxide electrode,5,1,2,0,3,1,1,0.43429448190325176,5,2,16,7,1,2,0,,2023-2026,0.2511411049098866,0.6627572016460905,0.39279835390946505,0.2511411049098866
2022,PEDOT:PSS conductor,porous carbon electrode,10,8,0,8,10,0,3,1.1848394873767727,80,2,11,46,0,4,0,,2023-2026,0.2504873444733876,1.6047325102880656,0.7417695473251028,0.2504873444733876
2022,acetonitrile/nitrile solvent,gelatin matrix,4,8,3,5,2,5,1,0.36067376022224085,32,2,0,2,4,4,0,,2023-2026,0.25039857705250756,0.9822016460905351,0.5102880658436214,0.25039857705250756
2022,silica/inorganic nanoparticle filler,K-salt electrolyte,3,9,0,7,3,6,1,0.48089834696298783,27,2,27,7,1,8,0,,2023-2026,0.24763880811159167,1.166872427983539,0.5837448559670781,0.24763880811159167
2022,silica/inorganic nanoparticle filler,metal-oxide electrode,3,1,0,0,3,1,0,0.0,3,3,27,7,1,2,0,,2023-2026,0.24434057956433072,0.3230452674897119,0.27602880658436213,0.24434057956433072
2022,K-salt electrolyte,PVA polymer matrix,9,12,7,3,6,9,6,2.5623835927580236,108,1,0,8,8,2,0,,2023-2026,0.24423768505530769,1.8349794238683128,0.8028806584362139,0.24423768505530769
2022,silica/inorganic nanoparticle filler,acetonitrile/nitrile solvent,3,4,0,3,3,2,1,0.36067376022224085,12,2,27,7,1,4,0,,2023-2026,0.2412364759910623,0.8037037037037038,0.4403292181069959,0.2412364759910623
2022,K-salt electrolyte,cyclodextrin host,9,1,7,1,6,0,1,0.45511961331341866,9,2,0,8,8,2,0,,2023-2026,0.23954817038445478,0.6705761316872428,0.3880658436213992,0.23954817038445478
2022,deep-eutectic electrolyte,Cu-based redox electrolyte,2,2,0,1,2,1,1,0.43429448190325176,4,2,8,2,0,3,0,,2023-2026,0.23870593053354633,0.5995884773662552,0.3598765432098765,0.23870593053354633
2022,silica/inorganic nanoparticle filler,Cu-based redox electrolyte,3,2,0,1,3,1,0,0.0,6,3,27,7,1,3,0,,2023-2026,0.23642505594417051,0.38065843621399176,0.28888888888888886,0.23642505594417051
2022,Cu-based redox electrolyte,carbon nanotube scaffold,2,13,1,7,1,7,2,1.344533708530089,26,2,0,2,3,9,0,,2023-2026,0.23526402402886787,1.2141975308641975,0.587037037037037,0.23526402402886787
2022,Li-salt electrolyte,porous carbon electrode,9,8,2,8,7,0,5,2.308616612203099,72,2,1,11,3,4,0,,2023-2026,0.23452049589447815,1.6544238683127572,0.7353909465020576,0.23452049589447815
2022,acetonitrile/nitrile solvent,Prussian-blue/hexacyanoferrate electrode,4,3,3,3,2,1,0,0.0,12,3,0,2,4,3,0,,2023-2026,0.23438907170701878,0.41923868312757195,0.2952674897119342,0.23438907170701878
2022,K-salt electrolyte,acetonitrile/nitrile solvent,9,4,7,3,6,2,2,0.9102392266268373,36,2,0,8,8,4,0,,2023-2026,0.2321016099349002,1.2764403292181068,0.5960905349794239,0.2321016099349002
2022,polyaniline conductor,acetonitrile/nitrile solvent,5,4,2,3,3,2,1,0.36067376022224085,20,2,16,7,1,4,0,,2023-2026,0.23056076579914336,0.926440329218107,0.4716049382716049,0.23056076579914336
2022,silica/inorganic nanoparticle filler,glycerol organohydrogel,3,6,0,6,3,0,1,0.48089834696298783,18,2,27,7,1,2,0,,2023-2026,0.22898964947770925,1.0125514403292182,0.5076131687242798,0.22898964947770925
2022,Cu-based redox electrolyte,graphene/graphene-oxide scaffold,2,10,1,5,1,6,1,0.43429448190325176,20,2,0,2,3,5,0,,2023-2026,0.22782887447388417,0.8872427983539095,0.45534979423868316,0.22782887447388417
2022,TEMPO/viologen organic redox,iodide/triiodide electrolyte,2,9,0,7,2,4,2,0.7777061516464872,18,2,2,2,0,9,0,,2023-2026,0.21387874060118048,1.022633744855967,0.5114197530864197,0.21387874060118048
2022,Cu-based redox electrolyte,K-salt electrolyte,2,9,1,7,1,6,0,0.0,18,3,0,2,3,8,0,,2023-2026,0.21202537528464088,0.5262345679012346,0.3280864197530864,0.21202537528464088
2022,acetonitrile/nitrile solvent,metal-oxide electrode,4,1,3,0,2,1,0,0.0,4,3,0,2,4,2,0,,2023-2026,0.21086584425256316,0.2175925925925926,0.20761316872427982,0.21086584425256316
2022,Cu-based redox electrolyte,cyclodextrin host,2,1,1,1,1,0,0,0.0,2,4,0,2,3,2,0,,2023-2026,0.20717194923338728,0.14516460905349796,0.192798353909465,0.20717194923338728
2022,deep-eutectic electrolyte,iodide/triiodide electrolyte,2,9,0,7,2,4,1,0.40242960438184466,18,2,8,2,0,9,0,,2023-2026,0.20153527222975906,0.8776748971193417,0.4441358024691358,0.20153527222975906
2022,K-salt electrolyte,ionic-liquid electrolyte,9,16,7,3,6,15,7,3.0029004190290407,144,2,0,8,8,8,0,,2023-2026,0.1978360880975954,1.8566872427983538,0.7837448559670782,0.1978360880975954
2022,silica/inorganic nanoparticle filler,gelatin matrix,3,8,0,5,3,5,1,0.36067376022224085,24,1,27,7,1,4,0,,2023-2026,0.19705784516440664,1.0864197530864197,0.525514403292181,0.19705784516440664
2022,polyaniline conductor,Li-salt electrolyte,5,9,2,2,3,7,3,1.2292627240287444,45,2,16,7,1,3,0,,2023-2026,0.1967781517555694,1.5114197530864197,0.6711934156378602,0.1967781517555694
2022,PEDOT:PSS conductor,graphene/graphene-oxide scaffold,10,10,0,5,10,6,5,2.2440319447707977,100,1,11,46,0,5,0,,2023-2026,0.19262157231625782,1.8819958847736624,0.792798353909465,0.19262157231625782
2022,PEDOT:PSS conductor,Na-salt electrolyte,10,12,0,8,10,5,5,2.0251266145930304,120,2,11,46,0,5,0,,2023-2026,0.19251946002657372,1.837962962962963,0.7753086419753086,0.19251946002657372
2022,chitosan matrix,Cu-based redox electrolyte,3,2,0,1,3,1,1,0.43429448190325176,6,2,9,3,0,3,0,,2023-2026,0.19173460389404828,0.6521604938271606,0.34989711934156376,0.19173460389404828
2022,cellulose nanofiber matrix,glycerol organohydrogel,11,6,3,6,8,0,3,1.1947304540149695,66,2,1,17,2,2,0,,2023-2026,0.1912370437026938,1.5076131687242798,0.6627572016460905,0.1912370437026938
2022,PVA polymer matrix,carbon nanotube scaffold,12,13,3,7,9,7,8,3.5255912161834835,156,1,8,10,2,9,0,,2023-2026,0.19115083209007,2.0252057613168724,0.8191358024691358,0.19115083209007
2022,Li-salt electrolyte,graphene/graphene-oxide scaffold,9,10,2,5,7,6,4,1.6018718788010191,90,1,1,11,3,5,0,,2023-2026,0.18947666200683305,1.7135802469135801,0.7213991769547324,0.18947666200683305
2022,Cu-based redox electrolyte,Li-salt electrolyte,2,9,1,2,1,7,1,0.43429448190325176,18,2,0,2,3,3,0,,2023-2026,0.18819151411000756,0.8502057613168725,0.4203703703703704,0.18819151411000756
2022,chitosan matrix,carbon nanotube scaffold,3,13,0,7,3,7,3,1.1973978465073372,39,2,9,3,0,9,0,,2023-2026,0.1867695819677458,1.4387860082304527,0.6248971193415638,0.1867695819677458
2022,PVA polymer matrix,iodide/triiodide electrolyte,12,9,3,7,9,4,4,1.6498581563841521,108,1,8,10,2,9,1,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing,2023-2026,0.18449666537921283,1.8083333333333333,0.7491769547325102,0.18449666537921283
2022,polyaniline conductor,glycerol organohydrogel,5,6,2,6,3,0,0,0.0,30,3,16,7,1,2,0,,2023-2026,0.17708829697224576,0.8140946502057612,0.4053497942386831,0.17708829697224576
2022,TEMPO/viologen organic redox,porous carbon electrode,2,8,0,8,2,0,1,0.36067376022224085,16,2,2,2,0,4,0,,2023-2026,0.17286943094030124,0.7746913580246914,0.3838477366255144,0.17286943094030124
2022,Li-salt electrolyte,glycerol organohydrogel,9,6,2,6,7,0,2,0.7923008496331247,54,2,1,11,3,2,1,Thermoelectric Hydrogel Electronic Skin for Passive Multimodal Physiological Perception,2023-2026,0.17254893108385327,1.3580246913580245,0.5843621399176955,0.17254893108385327
2022,polyaniline conductor,Na-salt electrolyte,5,12,2,8,3,5,2,0.9187843867734881,60,2,16,7,1,5,0,,2023-2026,0.1722162630878015,1.5074074074074075,0.6471193415637859,0.1722162630878015
2022,PEDOT:PSS conductor,Li-salt electrolyte,10,9,0,2,10,7,4,1.6018718788010191,90,1,11,46,0,3,0,,2023-2026,0.1714601393680822,1.7796296296296295,0.7286008230452675,0.1714601393680822
2022,gelatin matrix,graphene/graphene-oxide scaffold,8,10,5,5,5,6,3,1.1675773968977672,80,2,0,5,4,5,0,,2023-2026,0.1709117359857104,1.513065843621399,0.6549382716049383,0.1709117359857104
2022,PEDOT:PSS conductor,Cu-based redox electrolyte,10,2,0,1,10,1,0,0.0,20,1,11,46,0,3,0,,2023-2026,0.16983579979532276,0.8135802469135802,0.3940329218106996,0.16983579979532276
2022,polyaniline conductor,gelatin matrix,5,8,2,5,3,5,2,1.270912986849078,40,2,16,7,1,4,0,,2023-2026,0.16959737993461144,1.449485596707819,0.6172839506172839,0.16959737993461144
2022,silica/inorganic nanoparticle filler,Prussian-blue/hexacyanoferrate electrode,3,3,0,3,3,1,0,0.0,9,3,27,7,1,3,0,,2023-2026,0.1691609870162965,0.4506172839506173,0.2627572016460905,0.1691609870162965
2022,cellulose nanofiber matrix,graphene/graphene-oxide scaffold,11,10,3,5,8,6,4,1.6399591006901915,110,1,1,17,2,5,1,Regenerable aerogel-based thermogalvanic cells for efficient low-grade heat harvesting from solar radiation and interfacial solar evaporation systems,2023-2026,0.1686963760995458,1.785699588477366,0.7240740740740741,0.1686963760995458
2022,TEMPO/viologen organic redox,acetonitrile/nitrile solvent,2,4,0,3,2,2,1,0.36067376022224085,8,2,2,2,0,4,0,,2023-2026,0.1668648731854296,0.5792181069958848,0.30267489711934153,0.1668648731854296
2022,ethylene-glycol organohydrogel,Li-salt electrolyte,1,9,0,2,1,7,1,0.36067376022224085,9,2,16,8,0,3,0,,2023-2026,0.16203925811030295,0.6856995884773662,0.34002057613168724,0.16203925811030295
2022,acetonitrile/nitrile solvent,cellulose nanofiber matrix,4,11,3,3,2,8,3,1.270912986849078,44,2,0,2,4,2,0,,2023-2026,0.16200364131070638,1.3989711934156377,0.5886831275720166,0.16200364131070638
2022,PEDOT:PSS conductor,glycerol organohydrogel,10,6,0,6,10,0,2,0.7923008496331247,60,2,11,46,0,2,0,,2023-2026,0.15940924824573627,1.4487654320987653,0.6059670781893004,0.15940924824573627
2022,cellulose nanofiber matrix,Prussian-blue/hexacyanoferrate electrode,11,3,3,3,8,1,1,0.3898712452512801,33,2,1,17,2,3,0,,2023-2026,0.1568075628246982,1.0504115226337447,0.4761316872427984,0.1568075628246982
2022,PEDOT:PSS conductor,K-salt electrolyte,10,9,0,7,10,6,4,1.6644528543707897,90,2,11,46,0,8,0,,2023-2026,0.15481142578086535,1.7165637860082303,0.6993827160493827,0.15481142578086535
2022,Na-salt electrolyte,cellulose nanofiber matrix,12,11,8,3,5,8,6,3.505908877371166,132,1,7,16,5,2,0,,2023-2026,0.15440750407266102,1.966769547325103,0.7728395061728395,0.15440750407266102
2022,Cu-based redox electrolyte,gelatin matrix,2,8,1,5,1,5,0,0.0,16,3,0,2,3,4,0,,2023-2026,0.15266541664558492,0.4809670781893004,0.26985596707818926,0.15266541664558492
2022,ethylene-glycol organohydrogel,gelatin matrix,1,8,0,5,1,5,1,0.36067376022224085,8,2,16,8,0,4,0,,2023-2026,0.15223780228310566,0.6486625514403292,0.3085390946502058,0.15223780228310566
2022,gelatin matrix,Prussian-blue/hexacyanoferrate electrode,8,3,5,3,5,1,2,0.8069036366755264,24,2,0,5,4,3,0,,2023-2026,0.15176899565395335,1.105349794238683,0.48497942386831283,0.15176899565395335
2022,ethylene-glycol organohydrogel,graphene/graphene-oxide scaffold,1,10,0,5,1,6,1,0.36067376022224085,10,2,16,8,0,5,0,,2023-2026,0.1517678232258786,0.7186213991769547,0.33374485596707815,0.1517678232258786
2022,PEDOT:PSS conductor,cellulose nanofiber matrix,10,11,0,3,10,8,5,2.042388705072036,110,1,11,46,0,2,0,,2023-2026,0.1468234185504184,1.8941358024691357,0.7522633744855968,0.1468234185504184
2022,silica/inorganic nanoparticle filler,Li-salt electrolyte,3,9,0,2,3,7,1,0.36067376022224085,27,2,27,7,1,3,0,,2023-2026,0.14520595348446763,1.0650205761316873,0.4712962962962963,0.14520595348446763
2022,chitosan matrix,porous carbon electrode,3,8,0,8,3,0,1,0.36067376022224085,24,2,9,3,0,4,0,,2023-2026,0.14387710897979247,0.9569958847736626,0.4257201646090535,0.14387710897979247
