edge_id,source_node,edge_type,target_node,evidence_ref,verified
E_838459089845,paper:P1088,reports,insight:INSIGHT_141863D246,P1088,True
E_31bff3ac2a42,paper:P1089,reports,insight:INSIGHT_CB504BCC61,P1089,True
E_e86fe1a16ab7,paper:P1091,reports,insight:INSIGHT_6B6A826550,P1091,True
E_f3346c1f52df,paper:P1091,reports,insight:INSIGHT_EAA573F480,P1091,True
E_c8e6ab0dbc8c,paper:P1092,reports,insight:INSIGHT_6F36149AC8,P1092,True
E_40633fd17664,paper:P1093,reports,insight:INSIGHT_CD0264EFBF,P1093,True
E_72351c494078,paper:P1094,reports,insight:INSIGHT_D1A654F201,P1094,True
E_fa4bd6b19076,paper:P1095,reports,insight:INSIGHT_CB4FFD9025,P1095,True
E_e01b120c67db,paper:P1096,reports,insight:INSIGHT_5028D04E75,P1096,True
E_d906ca65e6e7,insight:INSIGHT_5028D04E75,expresses_lever,lever:fixed_charge_selectivity,INSIGHT_5028D04E75,False
E_67563df4b134,insight:INSIGHT_5028D04E75,expresses_lever,lever:oriented_or_confined_channels,INSIGHT_5028D04E75,False
E_19e66398dab7,insight:INSIGHT_5028D04E75,expresses_lever,lever:photothermal_or_heat_management,INSIGHT_5028D04E75,False
E_e7e9f013de51,insight:INSIGHT_5028D04E75,expresses_lever,lever:osmotic_or_concentration_gradient,INSIGHT_5028D04E75,False
E_422331b5938a,paper:P1097,reports,insight:INSIGHT_F3EBC48EB9,P1097,True
E_5b0f2bf21d5c,paper:P1098,reports,insight:INSIGHT_0DC8F951FB,P1098,True
E_1e396242ecf3,insight:INSIGHT_0DC8F951FB,expresses_lever,lever:oriented_or_confined_channels,INSIGHT_0DC8F951FB,False
E_cd44ba5fa2ce,paper:P1098,reports,insight:INSIGHT_F435485C5F,P1098,True
E_865b87e46550,paper:P1099,reports,insight:INSIGHT_FD796943F3,P1099,True
E_a5093910a0ab,paper:P1100,reports,insight:INSIGHT_4553F3D49E,P1100,True
E_9848c2ea4603,paper:P1102,reports,insight:INSIGHT_D30FEF2927,P1102,True
E_28e4a1a75af6,paper:P1103,reports,insight:INSIGHT_0743DDB734,P1103,True
E_d9f3611c79b5,paper:P1105,reports,insight:INSIGHT_D799F7A432,P1105,True
E_45ce57a60fe1,paper:P1106,reports,insight:INSIGHT_881EFDA9FC,P1106,True
E_3ab9e2a4f196,paper:P1106,reports,insight:INSIGHT_A4D34EA1C4,P1106,True
E_207f6216f811,paper:P1107,reports,insight:INSIGHT_2F314874DD,P1107,True
E_0aa02261f013,insight:INSIGHT_2F314874DD,expresses_lever,lever:fixed_charge_selectivity,INSIGHT_2F314874DD,False
E_f18054721fc9,paper:P1108,reports,insight:INSIGHT_A018CD6058,P1108,True
E_c65f07757e94,paper:P1109,reports,insight:INSIGHT_FBEF0A59E7,P1109,True
E_06cd24026bac,insight:INSIGHT_FBEF0A59E7,expresses_lever,lever:thermodiffusion_or_soret,INSIGHT_FBEF0A59E7,False
E_a913ce35d18e,insight:INSIGHT_FBEF0A59E7,expresses_lever,lever:polarity_switching,INSIGHT_FBEF0A59E7,False
E_d583c4931612,paper:P1110,reports,insight:INSIGHT_A517296E4B,P1110,True
E_a5b1c16c5edf,paper:P1111,reports,insight:INSIGHT_829189271B,P1111,True
E_0d4d3e1cf030,paper:P1112,reports,insight:INSIGHT_DD254EA4DA,P1112,True
E_bc2cd897c624,paper:P1113,reports,insight:INSIGHT_356AD09143,P1113,True
E_7e697aeab4e3,insight:INSIGHT_356AD09143,expresses_lever,lever:electrode_interface,INSIGHT_356AD09143,False
E_ed6e561588c0,paper:P1114,reports,insight:INSIGHT_6A3A2EFF77,P1114,True
E_6c3cb184e6af,paper:P1115,reports,insight:INSIGHT_A9FAB8F546,P1115,True
E_5bd84ff5c43d,paper:P1116,reports,insight:INSIGHT_7CB42EE79F,P1116,True
E_9a1a3e70e784,paper:P1117,reports,insight:INSIGHT_F6E90FFE43,P1117,True
E_73e7a5af5374,paper:P1118,reports,insight:INSIGHT_82DC75F66B,P1118,True
E_02a3ee8ea8bd,paper:P1119,reports,insight:INSIGHT_AB68F61F46,P1119,True
E_d8f0f7ae664c,paper:P1120,reports,insight:INSIGHT_584BC35F5A,P1120,True
E_98192285461c,insight:INSIGHT_584BC35F5A,expresses_lever,lever:osmotic_or_concentration_gradient,INSIGHT_584BC35F5A,False
E_bdbe50bb320e,paper:P1121,reports,insight:INSIGHT_2C2E806C4C,P1121,True
E_da911271cb6a,paper:P1122,reports,insight:INSIGHT_71387D419E,P1122,True
E_a941a2067264,insight:INSIGHT_71387D419E,expresses_lever,lever:coordination_or_ion_pairing,INSIGHT_71387D419E,False
E_0fa67b1ee004,insight:INSIGHT_71387D419E,expresses_lever,lever:self_healing_or_tough_gel,INSIGHT_71387D419E,False
E_e34b0d0a345e,insight:INSIGHT_71387D419E,expresses_lever,lever:electrode_interface,INSIGHT_71387D419E,False
E_603e1f817fdd,paper:P1123,reports,insight:INSIGHT_41841E6EE9,P1123,True
E_3ea1e766cf95,insight:INSIGHT_41841E6EE9,expresses_lever,lever:photothermal_or_heat_management,INSIGHT_41841E6EE9,False
E_79fdd2c9210b,paper:P1124,reports,insight:INSIGHT_3E5551B09F,P1124,True
E_2c1d72fca500,paper:P1125,reports,insight:INSIGHT_09F0A39975,P1125,True
E_71d571d4c80c,paper:P1126,reports,insight:INSIGHT_71D95E8EA2,P1126,True
E_39322682f884,paper:P1127,reports,insight:INSIGHT_DA4CAB1D09,P1127,True
E_34f1bb4537ae,paper:P1128,reports,insight:INSIGHT_49A0591174,P1128,True
E_4926ed38cd4a,paper:P1129,reports,insight:INSIGHT_2315B8E750,P1129,True
E_6a103a638eee,paper:P1130,reports,insight:INSIGHT_07FDBD6124,P1130,True
E_8be06d3cec7f,insight:INSIGHT_07FDBD6124,expresses_lever,lever:phase_or_species_transition,INSIGHT_07FDBD6124,False
E_8ff0d91655d5,paper:P1131,reports,insight:INSIGHT_A34DC6AB35,P1131,True
E_fccd6a73e8c8,paper:P1132,reports,insight:INSIGHT_2F63A3001B,P1132,True
E_3777548242d3,paper:P1133,reports,insight:INSIGHT_2E95935D49,P1133,True
E_23b940220a63,paper:P1134,reports,insight:INSIGHT_973A8375DB,P1134,True
E_b99e4c797ece,insight:INSIGHT_973A8375DB,expresses_lever,lever:electrode_interface,INSIGHT_973A8375DB,False
E_557fcb23089e,paper:P1135,reports,insight:INSIGHT_A36B4ACC6D,P1135,True
E_29e9e18f3539,paper:P1136,reports,insight:INSIGHT_5A876C3882,P1136,True
E_85002274d0a0,paper:P1137,reports,insight:INSIGHT_CC9800D7E4,P1137,True
E_a3b5134fd9ab,paper:P1138,reports,insight:INSIGHT_B5458BEFA8,P1138,True
E_574d834aa18c,paper:P1139,reports,insight:INSIGHT_0F0CC06122,P1139,True
E_87479b16383e,paper:P1140,reports,insight:INSIGHT_A866CCCEA3,P1140,True
E_92faf56c609f,paper:P1141,reports,insight:INSIGHT_CC4BC6C600,P1141,True
E_a0e5fa812dca,insight:INSIGHT_CC4BC6C600,expresses_lever,lever:moisture_or_evaporation_gradient,INSIGHT_CC4BC6C600,False
E_404fe92faf25,paper:P1142,reports,insight:INSIGHT_DD75FC4EC6,P1142,True
E_c105ea596e52,paper:P1143,reports,insight:INSIGHT_59451FC5E1,P1143,True
E_d5f70d662926,insight:INSIGHT_59451FC5E1,expresses_lever,lever:anion_entanglement,INSIGHT_59451FC5E1,False
E_c6a7664cb319,insight:INSIGHT_59451FC5E1,expresses_lever,lever:thermodiffusion_or_soret,INSIGHT_59451FC5E1,False
E_c3d8860f2274,paper:P1144,reports,insight:INSIGHT_A62D5F1C2E,P1144,True
E_b491dd5b9b4c,paper:P1146,reports,insight:INSIGHT_E6477F5B49,P1146,True
E_f18399b37833,paper:P1147,reports,insight:INSIGHT_818E3DD3C2,P1147,True
E_e10c80e2c46c,paper:P1149,reports,insight:INSIGHT_78657B1226,P1149,True
E_7dc0d14a3bdc,paper:P1150,reports,insight:INSIGHT_F7CDD96F00,P1150,True
E_fed48fcda9b6,paper:P1151,reports,insight:INSIGHT_2E783B5EBC,P1151,True
E_0d3a0f597939,insight:INSIGHT_2E783B5EBC,expresses_lever,lever:antifreeze_or_low_volatility_gel,INSIGHT_2E783B5EBC,False
E_2026b59df968,paper:P1152,reports,insight:INSIGHT_13C2F99CA2,P1152,True
E_4a4a2a049986,paper:P1153,reports,insight:INSIGHT_4A8C77FE47,P1153,True
E_e4793ff9612d,paper:P1156,reports,insight:INSIGHT_931B55C74D,P1156,True
E_5d6c6a661d1f,paper:P1158,reports,insight:INSIGHT_1D9081703D,P1158,True
E_b7d5399e4beb,paper:P1160,reports,insight:INSIGHT_62CD39D375,P1160,True
E_82f8df55df68,insight:INSIGHT_62CD39D375,expresses_lever,lever:phase_or_species_transition,INSIGHT_62CD39D375,False
E_22e86b76ac14,paper:P1162,reports,insight:INSIGHT_F282664254,P1162,True
E_9e65f9a3d23f,paper:P1163,reports,insight:INSIGHT_4ED0562A33,P1163,True
E_d822f9fa1c10,paper:P1164,reports,insight:INSIGHT_F551E85A27,P1164,True
E_689cdf1946cc,paper:P1165,reports,insight:INSIGHT_25DF060828,P1165,True
E_1784d417cf3b,paper:P1166,reports,insight:INSIGHT_70C2CE7510,P1166,True
E_d03b1b5f8029,paper:P1167,reports,insight:INSIGHT_A980AC39A1,P1167,True
E_acc9cff59a4b,insight:INSIGHT_A980AC39A1,expresses_lever,lever:hydration_and_solvation,INSIGHT_A980AC39A1,False
E_0cf2b52d310b,paper:P1168,reports,insight:INSIGHT_A7DC50F043,P1168,True
E_057a33f7e651,insight:INSIGHT_A7DC50F043,expresses_lever,lever:ion_electron_coupling,INSIGHT_A7DC50F043,False
E_e3f9fddb9fbb,paper:P1170,reports,insight:INSIGHT_81ECAA1066,P1170,True
E_6f131faca4dc,paper:P1171,reports,insight:INSIGHT_B2F263C33F,P1171,True
E_d6a73d5c159a,paper:P1172,reports,insight:INSIGHT_4FCEFC4F40,P1172,True
E_f7c182cad3d7,paper:P1173,reports,insight:INSIGHT_AD8887259A,P1173,True
E_2c80e7aa4bc2,paper:P1174,reports,insight:INSIGHT_43C64298DC,P1174,True
E_83e8079e1d4b,paper:P1176,reports,insight:INSIGHT_42D479CA5D,P1176,True
E_05f4dd6f45f5,paper:P1177,reports,insight:INSIGHT_EF3C5E8008,P1177,True
E_25857e8af576,paper:P1178,reports,insight:INSIGHT_84DCB190EC,P1178,True
E_f8ce1bfaf631,paper:P1179,reports,insight:INSIGHT_D53F0C496E,P1179,True
E_dbd8562f7e8b,insight:INSIGHT_D53F0C496E,expresses_lever,lever:thermodiffusion_or_soret,INSIGHT_D53F0C496E,False
E_f6a113dc7f95,paper:P1180,reports,insight:INSIGHT_5493B699B9,P1180,True
E_8402b14bd20a,insight:INSIGHT_5493B699B9,expresses_lever,lever:moisture_or_evaporation_gradient,INSIGHT_5493B699B9,False
E_81fb8da9fe3a,insight:INSIGHT_5493B699B9,expresses_lever,lever:photothermal_or_heat_management,INSIGHT_5493B699B9,False
E_ade1f1b25dbc,insight:INSIGHT_5493B699B9,expresses_lever,lever:thermodiffusion_or_soret,INSIGHT_5493B699B9,False
E_e35917abce78,paper:P1181,reports,insight:INSIGHT_D43899D0CE,P1181,True
E_186fd2c4ab90,insight:INSIGHT_D43899D0CE,expresses_lever,lever:moisture_or_evaporation_gradient,INSIGHT_D43899D0CE,False
E_1c98c01b407d,insight:INSIGHT_D43899D0CE,expresses_lever,lever:thermodiffusion_or_soret,INSIGHT_D43899D0CE,False
E_ee921260a087,paper:P1182,reports,insight:INSIGHT_E8315358AE,P1182,True
E_dfa38e708a24,paper:P1184,reports,insight:INSIGHT_6ECD11C5AB,P1184,True
E_52a5af75cbfd,paper:P1185,reports,insight:INSIGHT_AF3F6FAE93,P1185,True
E_4ed9498f0f33,paper:P1186,reports,insight:INSIGHT_990AD8BA34,P1186,True
E_c7a13413607f,insight:INSIGHT_990AD8BA34,expresses_lever,lever:electrode_interface,INSIGHT_990AD8BA34,False
E_80090d9fb9fa,paper:P1187,reports,insight:INSIGHT_2A4B0B0E5C,P1187,True
E_60161e70aa2c,paper:P1188,reports,insight:INSIGHT_8B5A8B7E8D,P1188,True
E_2c616a7ad0e7,insight:INSIGHT_8B5A8B7E8D,expresses_lever,lever:electrode_interface,INSIGHT_8B5A8B7E8D,False
E_508048b8ca12,paper:P1189,reports,insight:INSIGHT_BF1917BB27,P1189,True
E_feee812c530c,paper:P1190,reports,insight:INSIGHT_6C24865929,P1190,True
E_a940b54a7d24,paper:P1191,reports,insight:INSIGHT_3CA7A53FF8,P1191,True
E_1c63a7086711,insight:INSIGHT_3CA7A53FF8,expresses_lever,lever:electrode_interface,INSIGHT_3CA7A53FF8,False
E_8fad97a7d815,paper:P1192,reports,insight:INSIGHT_ACF7E0819E,P1192,True
E_3af0f5ff607e,insight:INSIGHT_ACF7E0819E,expresses_lever,lever:fixed_charge_selectivity,INSIGHT_ACF7E0819E,False
E_349127feb019,paper:P1193,reports,insight:INSIGHT_53DA82212D,P1193,True
E_1fbbb8f57b15,paper:P1194,reports,insight:INSIGHT_2BF52B0FC7,P1194,True
E_dc7430733c91,paper:P1194,reports,insight:INSIGHT_36738351A8,P1194,True
E_f163d6f1e0bd,paper:P1195,reports,insight:INSIGHT_E305265B64,P1195,True
E_02ea4e140df3,paper:P1196,reports,insight:INSIGHT_8B80BA50D1,P1196,True
E_8acc1ddb02a0,paper:P1197,reports,insight:INSIGHT_C180D617B1,P1197,True
E_c1cc6d21f2b9,paper:P1198,reports,insight:INSIGHT_907E50AB83,P1198,True
E_db619d77953a,paper:P1198,reports,insight:INSIGHT_F1455B47EB,P1198,True
E_79470164e584,paper:P1199,reports,insight:INSIGHT_A29C59B8C7,P1199,True
E_b922cbd4c774,insight:INSIGHT_A29C59B8C7,expresses_lever,lever:photothermal_or_heat_management,INSIGHT_A29C59B8C7,False
E_d0c2dd8607e9,insight:INSIGHT_A29C59B8C7,expresses_lever,lever:electrode_interface,INSIGHT_A29C59B8C7,False
E_23b387e9f16d,paper:P1199,reports,insight:INSIGHT_53FE14DD28,P1199,True
E_9292760a699c,insight:INSIGHT_53FE14DD28,expresses_lever,lever:electrode_interface,INSIGHT_53FE14DD28,False
E_4e2861e36dd2,paper:P1200,reports,insight:INSIGHT_8AA950E568,P1200,True
E_43234a49b086,paper:P1201,reports,insight:INSIGHT_354D86A645,P1201,True
E_37cdc5a2ffd9,paper:P1203,reports,insight:INSIGHT_4DA4AF693E,P1203,True
E_4764bc67d4f3,paper:P1204,reports,insight:INSIGHT_7893E089B5,P1204,True
E_1e2f65c67494,paper:P1205,reports,insight:INSIGHT_C0D7F75342,P1205,True
E_4fdeab0d6e39,paper:P1206,reports,insight:INSIGHT_6E5A031E15,P1206,True
E_3889ef3ab3f1,paper:P1207,reports,insight:INSIGHT_F2E9938455,P1207,True
E_713a425e5a48,insight:INSIGHT_F2E9938455,expresses_lever,lever:oriented_or_confined_channels,INSIGHT_F2E9938455,False
E_c26f0b5e91be,insight:INSIGHT_F2E9938455,expresses_lever,lever:phase_or_species_transition,INSIGHT_F2E9938455,False
E_98b047d9fe62,paper:P1207,reports,insight:INSIGHT_CE4F405A08,P1207,True
E_cd967d88dc46,insight:INSIGHT_CE4F405A08,expresses_lever,lever:phase_or_species_transition,INSIGHT_CE4F405A08,False
E_c2b57d639b92,paper:P1208,reports,insight:INSIGHT_15E77BF254,P1208,True
E_dc54e098f8d8,paper:P1209,reports,insight:INSIGHT_8061BA48E4,P1209,True
E_c2ec9ea53db7,insight:INSIGHT_8061BA48E4,expresses_lever,lever:oriented_or_confined_channels,INSIGHT_8061BA48E4,False
E_322b646a6b04,paper:P1210,reports,insight:INSIGHT_5B229CF93C,P1210,True
E_5c54fefc7ede,paper:P1211,reports,insight:INSIGHT_A7BB448028,P1211,True
E_2e6e941d1061,paper:P1212,reports,insight:INSIGHT_03C90EA627,P1212,True
E_0d58e1426015,paper:P1213,reports,insight:INSIGHT_209C7A269E,P1213,True
E_a0605704a9bd,paper:P1214,reports,insight:INSIGHT_8D562DFF98,P1214,True
E_534a7b5cadf3,paper:P1214,reports,insight:INSIGHT_F9CA97318A,P1214,True
E_98cfe52342e6,paper:P1215,reports,insight:INSIGHT_4D40C43456,P1215,True
E_a152c66ef603,paper:P1215,reports,insight:INSIGHT_BB5235A810,P1215,True
E_8a937f6e8e93,paper:P1216,reports,insight:INSIGHT_81DB526DEC,P1216,True
E_e758b73584fd,insight:INSIGHT_81DB526DEC,expresses_lever,lever:electrode_interface,INSIGHT_81DB526DEC,False
E_f54d7c4c84ab,paper:P1217,reports,insight:INSIGHT_5973AEFAE5,P1217,True
E_6ba98ba7df14,paper:P1218,reports,insight:INSIGHT_BBAE4DE93C,P1218,True
E_0acc313d79dc,paper:P1219,reports,insight:INSIGHT_047A5258C8,P1219,True
E_85dd6d1474d2,paper:P1220,reports,insight:INSIGHT_840714D8C8,P1220,True
E_849b1487e6e5,insight:INSIGHT_840714D8C8,expresses_lever,lever:electrode_interface,INSIGHT_840714D8C8,False
E_1217e0bcbbc8,paper:P1221,reports,insight:INSIGHT_375558FFA6,P1221,True
E_32e242a6d56a,paper:P1223,reports,insight:INSIGHT_BFFC81C9FA,P1223,True
E_b456643e2c47,paper:P1224,reports,insight:INSIGHT_8E344D6567,P1224,True
E_f3e6c222d467,paper:P1225,reports,insight:INSIGHT_DE66DF3EE0,P1225,True
E_971cf376b87a,paper:P1225,reports,insight:INSIGHT_776CD98E0D,P1225,True
E_7d18dcb1acd8,paper:P1226,reports,insight:INSIGHT_797C4A47C8,P1226,True
E_10fb416c1899,insight:INSIGHT_797C4A47C8,expresses_lever,lever:electrode_interface,INSIGHT_797C4A47C8,False
E_3534abb380ef,paper:P1227,reports,insight:INSIGHT_485ADAC158,P1227,True
E_8175cb355b5a,insight:INSIGHT_485ADAC158,expresses_lever,lever:ion_electron_coupling,INSIGHT_485ADAC158,False
E_924d4c84cd40,paper:P1228,reports,insight:INSIGHT_2012F9A4D3,P1228,True
E_ebdc5e3e0ac1,paper:P1229,reports,insight:INSIGHT_7D8D525447,P1229,True
E_bce07cbbce56,paper:P1230,reports,insight:INSIGHT_02435B27B7,P1230,True
E_a79f6def40f0,paper:P1232,reports,insight:INSIGHT_5B995291D0,P1232,True
E_01e3948dcd04,insight:INSIGHT_5B995291D0,expresses_lever,lever:phase_or_species_transition,INSIGHT_5B995291D0,False
E_b4c6b49f05d3,paper:P1233,reports,insight:INSIGHT_F30F032791,P1233,True
E_cf6ec85aa62c,paper:P1234,reports,insight:INSIGHT_1EDDCA9BF9,P1234,True
E_023904289fe6,paper:P1235,reports,insight:INSIGHT_66BEDBF147,P1235,True
E_c7262431278f,paper:P1237,reports,insight:INSIGHT_832C393B10,P1237,True
E_945d29745e2a,insight:INSIGHT_832C393B10,expresses_lever,lever:electrode_interface,INSIGHT_832C393B10,False
E_b086862f1d9b,paper:P1237,reports,insight:INSIGHT_0DF4BA32A4,P1237,True
E_8e8c47f9645e,insight:INSIGHT_0DF4BA32A4,expresses_lever,lever:electrode_interface,INSIGHT_0DF4BA32A4,False
E_10252a6fb554,paper:P1238,reports,insight:INSIGHT_500D52AD00,P1238,True
E_3a88997fd57a,paper:P1239,reports,insight:INSIGHT_B099D0161C,P1239,True
E_287a4d93f3ad,paper:P1240,reports,insight:INSIGHT_EF43B9E10B,P1240,True
E_b7a1b9dc884b,paper:P1240,reports,insight:INSIGHT_BD981E66A5,P1240,True
E_48670205de13,insight:INSIGHT_BD981E66A5,expresses_lever,lever:moisture_or_evaporation_gradient,INSIGHT_BD981E66A5,False
E_4dbfdf5b00be,paper:P1241,reports,insight:INSIGHT_840B1D4C80,P1241,True
E_9cc0f576aace,insight:INSIGHT_840B1D4C80,expresses_lever,lever:phase_or_species_transition,INSIGHT_840B1D4C80,False
E_b567a6cc1581,paper:P1241,reports,insight:INSIGHT_9D74D87C57,P1241,True
E_2702ae4f8415,paper:P1242,reports,insight:INSIGHT_EE7A41E7F8,P1242,True
E_764aee37dab9,insight:INSIGHT_EE7A41E7F8,expresses_lever,lever:thermodiffusion_or_soret,INSIGHT_EE7A41E7F8,False
E_43b830d89261,paper:P1243,reports,insight:INSIGHT_314A7E0377,P1243,True
E_c40f56b0d966,paper:P1244,reports,insight:INSIGHT_69EA87C5CE,P1244,True
E_e71abb911a96,paper:P1245,reports,insight:INSIGHT_02BF2C3D9D,P1245,True
E_4733750b8394,insight:INSIGHT_02BF2C3D9D,expresses_lever,lever:thermodiffusion_or_soret,INSIGHT_02BF2C3D9D,False
E_743290676f99,paper:P1246,reports,insight:INSIGHT_D3FC117B99,P1246,True
E_701672526f1c,paper:P1246,reports,insight:INSIGHT_FF00216386,P1246,True
E_51a5f90300ec,paper:P1247,reports,insight:INSIGHT_80C520DBDC,P1247,True
E_2f42dc90140d,paper:P1248,reports,insight:INSIGHT_511F2C2707,P1248,True
E_78fc8a4c135a,insight:INSIGHT_511F2C2707,expresses_lever,lever:moisture_or_evaporation_gradient,INSIGHT_511F2C2707,False
E_68ec346c1220,paper:P1250,reports,insight:INSIGHT_D89CDF9B5A,P1250,True
E_6f19b4788f3b,paper:P1251,reports,insight:INSIGHT_1973BABC46,P1251,True
E_c9b95190e212,paper:P1252,reports,insight:INSIGHT_EF6DEA8867,P1252,True
E_2b2ecb9a723f,paper:P1253,reports,insight:INSIGHT_4061BEF331,P1253,True
E_18646381de06,paper:P1254,reports,insight:INSIGHT_C6AC72579D,P1254,True
E_90089410bc19,insight:INSIGHT_C6AC72579D,expresses_lever,lever:thermodiffusion_or_soret,INSIGHT_C6AC72579D,False
E_654910f5017a,paper:P1254,reports,insight:INSIGHT_9CE343BD82,P1254,True
E_6dc92aff7caf,insight:INSIGHT_9CE343BD82,expresses_lever,lever:thermodiffusion_or_soret,INSIGHT_9CE343BD82,False
E_ccc7b75abe70,paper:P1256,reports,insight:INSIGHT_CA6D603DEB,P1256,True
E_967ddbb82b98,paper:P1257,reports,insight:INSIGHT_062EB49B97,P1257,True
E_3c32892f3825,paper:P1259,reports,insight:INSIGHT_7A91B3A2E5,P1259,True
E_aa6a264a4680,paper:P1260,reports,insight:INSIGHT_4D32FD85E0,P1260,True
E_388d946196b6,paper:P1261,reports,insight:INSIGHT_E63C6C7BEC,P1261,True
E_f52adf0d121d,insight:INSIGHT_E63C6C7BEC,expresses_lever,lever:multi_ion_entropy,INSIGHT_E63C6C7BEC,False
E_1fcb50541d47,paper:P1262,reports,insight:INSIGHT_549FCE997C,P1262,True
E_07f66fa9a85d,paper:P1264,reports,insight:INSIGHT_2AF3C234AC,P1264,True
E_72269cdec907,paper:P1265,reports,insight:INSIGHT_96142D347C,P1265,True
E_7abb9d6a4c5a,paper:P1267,reports,insight:INSIGHT_3BB9CC1CDE,P1267,True
E_57b5d9c7163d,paper:P1267,reports,insight:INSIGHT_A4DE97697D,P1267,True
E_d1c40f32a96e,paper:P1268,reports,insight:INSIGHT_6021C60E8D,P1268,True
E_d0c825a31384,paper:P1269,reports,insight:INSIGHT_8C875C4CEE,P1269,True
E_72a2c50de096,paper:P1270,reports,insight:INSIGHT_126A99D25C,P1270,True
E_06559c908244,paper:P1271,reports,insight:INSIGHT_6C8F173890,P1271,True
E_7a592fc09195,insight:INSIGHT_6C8F173890,expresses_lever,lever:electrode_interface,INSIGHT_6C8F173890,False
E_c95dca2999b1,paper:P1272,reports,insight:INSIGHT_D704919386,P1272,True
E_e04eebe799bf,paper:P1273,reports,insight:INSIGHT_9F8F0C7C46,P1273,True
E_440b87654f53,paper:P1274,reports,insight:INSIGHT_CC5B3F924F,P1274,True
E_26e5e2b0d950,paper:P1275,reports,insight:INSIGHT_67227A815E,P1275,True
E_46015464bf1e,paper:P1275,reports,insight:INSIGHT_1D43B30C15,P1275,True
E_1f7e606ccfc4,paper:P1276,reports,insight:INSIGHT_73DED64A5B,P1276,True
E_eaf50b3d845d,paper:P1278,reports,insight:INSIGHT_6637BD54D2,P1278,True
E_2d48effc93fa,paper:P1279,reports,insight:INSIGHT_F4D79C7BC9,P1279,True
E_1b474a20519a,paper:P1281,reports,insight:INSIGHT_34733A9328,P1281,True
E_4f13c60fe240,paper:P1282,reports,insight:INSIGHT_6B14051C4A,P1282,True
E_d6ab2ef4d527,paper:P1283,reports,insight:INSIGHT_8961A1FCF5,P1283,True
E_40155a587c08,paper:P1284,reports,insight:INSIGHT_2D7F4FB999,P1284,True
E_5dc64005230a,paper:P1285,reports,insight:INSIGHT_3E42B73700,P1285,True
E_dd5e68ecfb5e,insight:INSIGHT_3E42B73700,expresses_lever,lever:host_guest_complexation,INSIGHT_3E42B73700,False
E_5f65a60d0e89,insight:INSIGHT_3E42B73700,expresses_lever,lever:electrode_interface,INSIGHT_3E42B73700,False
E_1935a28deeda,paper:P1286,reports,insight:INSIGHT_39EA2284A2,P1286,True
E_0a9b98fd8d94,paper:P1287,reports,insight:INSIGHT_E58C16EF80,P1287,True
E_6aa1ef90476e,insight:INSIGHT_E58C16EF80,expresses_lever,lever:electrode_interface,INSIGHT_E58C16EF80,False
E_ef583c724d67,paper:P1287,reports,insight:INSIGHT_2DA5440B3A,P1287,True
E_7d02a7232613,paper:P1289,reports,insight:INSIGHT_37E8E15A6C,P1289,True
E_6f1bde8671c5,paper:P1290,reports,insight:INSIGHT_6A481538B1,P1290,True
E_6281b7b91020,paper:P1290,reports,insight:INSIGHT_684D31A614,P1290,True
E_197e2deba09e,paper:P1291,reports,insight:INSIGHT_67FB0819D2,P1291,True
E_40d5dbe3fed9,paper:P1292,reports,insight:INSIGHT_30CCAE469A,P1292,True
E_9a873d222a06,paper:P1293,reports,insight:INSIGHT_966BF96F29,P1293,True
E_f518c664602b,paper:P1294,reports,insight:INSIGHT_E7EE94779E,P1294,True
E_3d3de4745ac7,paper:P1295,reports,insight:INSIGHT_86E3359560,P1295,True
E_d04f369df538,paper:P1296,reports,insight:INSIGHT_5A06D56B80,P1296,True
E_bdada27a10e8,paper:P1298,reports,insight:INSIGHT_A9C7D3912E,P1298,True
E_8a534f4f9594,paper:P1299,reports,insight:INSIGHT_A77C4DB528,P1299,True
E_43ccfd5ad352,paper:P1301,reports,insight:INSIGHT_4AF76F545B,P1301,True
E_03467fa926ca,insight:INSIGHT_4AF76F545B,expresses_lever,lever:electrode_interface,INSIGHT_4AF76F545B,False
E_3fa6305869bd,paper:P1302,reports,insight:INSIGHT_512AA9BDB2,P1302,True
E_28c0ba3bc17e,paper:P1303,reports,insight:INSIGHT_4A27A343F9,P1303,True
E_6618987e1220,paper:P1303,reports,insight:INSIGHT_6166B97075,P1303,True
E_51eb8e5a1037,paper:P1306,reports,insight:INSIGHT_D97B32B50B,P1306,True
E_37af8a8f8772,paper:P1307,reports,insight:INSIGHT_49C246D88C,P1307,True
E_a84d620667ab,insight:INSIGHT_49C246D88C,expresses_lever,lever:electrode_interface,INSIGHT_49C246D88C,False
E_5e32ee9cbddc,paper:P1308,reports,insight:INSIGHT_31DA534AFE,P1308,True
E_a2a9e6089e4a,paper:P1310,reports,insight:INSIGHT_5985A6D176,P1310,True
E_8629e228e0ed,paper:P1311,reports,insight:INSIGHT_83D873FA79,P1311,True
E_a947ac0d343a,paper:P1313,reports,insight:INSIGHT_4826389C75,P1313,True
E_291e1967f3ec,paper:P1314,reports,insight:INSIGHT_618600ABBC,P1314,True
E_c30f1e6d98ed,paper:P1314,reports,insight:INSIGHT_2D2575B0F2,P1314,True
E_654de9ba473d,paper:P1316,reports,insight:INSIGHT_7E36C8C1DD,P1316,True
E_d98efb902fa9,insight:INSIGHT_7E36C8C1DD,expresses_lever,lever:coordination_or_ion_pairing,INSIGHT_7E36C8C1DD,False
