mapping_candidate_id,candidate_edge_id,edge_role,ite_endpoint_global_concept_id,ite_endpoint_label,ite_endpoint_category,ite_endpoint_layer_node_id,tg_endpoint_global_concept_id,tg_endpoint_label,tg_endpoint_category,tg_endpoint_layer_node_id,unordered_group_id,path_count,distinct_shared_route_count,candidate_path_ids,shared_global_concept_ids,shared_labels,ite_pair_ids,tg_pair_ids,source_closure_group_ids,best_evidence_grade,best_evidence_grade_order,worst_evidence_grade,worst_evidence_grade_order,best_grade_path_count,best_grade_distinct_shared_route_count,best_path_ids,R2_path_count,R1_path_count,R0_path_count,unclassified_path_count,representative_best_path_id,representative_best_shared_global_concept_id,representative_best_shared_label,representative_best_minimum_pair_paper_count,representative_best_minimum_pair_sentence_count,representative_best_shared_route_hubness,ite_semantic_status_signature,tg_semantic_status_signature,cross_endpoint_status_in_iTE,cross_endpoint_status_in_TG,discovery_bucket,human_confirmation_status,cross_paper_compatibility_status,cross_endpoint_evaluation_status,novelty_status,novelty_claim_allowed_signature,novelty_claim_allowed,scientific_claim_status,candidate_edge_status,graph_eligible,orientation_count,is_mirrored,mirror_mapping_candidate_id,discovery_bucket_order,identity_blind_evidence_audit_order,discovery_queue_order_within_bucket,evidence_order_policy_id,discovery_queue_policy_id
CM_e8cf450abb78,CM_e8cf450abb78,iTE_role_endpoint_to_TG_role_endpoint_noncausal,GC_3c432d56645d,thermal gradient,mechanism_or_process,LN_44bf675ae30c,GC_6624fb8cc64b,temperature dependent host guest interaction,mechanism_or_process,LN_a242c5999247,UG_e8cf450abb78,1,1,TC_6b6af2caadc5,GC_cf402379d512,concentration gradient,IP_e121590ef3d9,TP_671a0fd969af,CL_96817e7a88e6,R2_dual_direct_sentence_relations,1,R2_dual_direct_sentence_relations,1,1,1,TC_6b6af2caadc5,1,0,0,0,TC_6b6af2caadc5,GC_cf402379d512,concentration gradient,1,1,60,direct_sentence_relation_accepted,direct_sentence_relation_accepted,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,both_not_observed_in_frozen_direct_corpora,pending,untested,not_tested,not_assessed,False,False,retrieval_candidate_only,candidate_not_observed,False,1,False,,1,1,1,identity_blind_real_path_grade_then_support_v2_no_status_bucket_no_weighted_score,optional_within_status_bucket_evidence_then_lower_shared_hubness_v1
CM_0786baeb27bb,CM_0786baeb27bb,iTE_role_endpoint_to_TG_role_endpoint_noncausal,GC_5ce88e5ad7e0,thermal migration,mechanism_or_process,LN_616c10d3c38a,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,LN_8eadb5699f95,UG_0786baeb27bb,1,1,TC_da24175205a5,GC_f50bbe3cdc5d,temperature gradient,IP_a7bc3e27e342,TP_3d10de20fa31,CL_edc8a601a452,R1_single_direct_sentence_relation,2,R1_single_direct_sentence_relation,2,1,1,TC_da24175205a5,0,1,0,0,TC_da24175205a5,GC_f50bbe3cdc5d,temperature gradient,1,1,1204,cooccurrence_only,direct_sentence_relation_accepted,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,both_not_observed_in_frozen_direct_corpora,pending,untested,not_tested,not_assessed,False,False,retrieval_candidate_only,candidate_not_observed,False,1,False,,1,2,37,identity_blind_real_path_grade_then_support_v2_no_status_bucket_no_weighted_score,optional_within_status_bucket_evidence_then_lower_shared_hubness_v1
CM_087002f70f17,CM_087002f70f17,iTE_role_endpoint_to_TG_role_endpoint_noncausal,GC_7b481902f9fd,resulting reconstructed lignocellulose ion,material_or_structure,LN_484e361211eb,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,LN_8eadb5699f95,UG_c420a3517487,1,1,TC_6fa2db4e973c,GC_f50bbe3cdc5d,temperature gradient,IP_b6ff6572b288,TP_3d10de20fa31,CL_7894b15226cf,R1_single_direct_sentence_relation,2,R1_single_direct_sentence_relation,2,1,1,TC_6fa2db4e973c,0,1,0,0,TC_6fa2db4e973c,GC_f50bbe3cdc5d,temperature gradient,1,1,1204,cooccurrence_only,direct_sentence_relation_accepted,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,both_not_observed_in_frozen_direct_corpora,pending,untested,not_tested,not_assessed,False,False,retrieval_candidate_only,candidate_not_observed,False,1,False,,1,3,38,identity_blind_real_path_grade_then_support_v2_no_status_bucket_no_weighted_score,optional_within_status_bucket_evidence_then_lower_shared_hubness_v1
CM_09eb03e04863,CM_09eb03e04863,iTE_role_endpoint_to_TG_role_endpoint_noncausal,GC_7fb4fd8a0af1,thermal ionic diffusion,mechanism_or_process,LN_c05e7560b1ee,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,LN_8eadb5699f95,UG_d49902cd2c9c,1,1,TC_e5ddae313288,GC_f50bbe3cdc5d,temperature gradient,IP_e3c5c8861a33,TP_3d10de20fa31,CL_138b8d80797d,R1_single_direct_sentence_relation,2,R1_single_direct_sentence_relation,2,1,1,TC_e5ddae313288,0,1,0,0,TC_e5ddae313288,GC_f50bbe3cdc5d,temperature gradient,1,1,1204,cooccurrence_only,direct_sentence_relation_accepted,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,both_not_observed_in_frozen_direct_corpora,pending,untested,not_tested,not_assessed,False,False,retrieval_candidate_only,candidate_not_observed,False,1,False,,1,4,39,identity_blind_real_path_grade_then_support_v2_no_status_bucket_no_weighted_score,optional_within_status_bucket_evidence_then_lower_shared_hubness_v1
CM_0c77c60748a6,CM_0c77c60748a6,iTE_role_endpoint_to_TG_role_endpoint_noncausal,GC_3c432d56645d,thermal gradient,mechanism_or_process,LN_44bf675ae30c,GC_f33dfec886d8,synergistically enlarges solvation entropy,mechanism_or_process,LN_2cbf6d6a8c3f,UG_0c77c60748a6,2,2,TC_682dd75bc308; TC_de62589b4dd5,GC_4a92e5f4fe38; GC_cf402379d512,concentration gradient; hydrogel,IP_66e32a932a9e; IP_e121590ef3d9,TP_5a017709ea4c; TP_6558e5f528e4,CL_36d1eb607954,R1_single_direct_sentence_relation,2,R0_cooccurrence_only_or_rejected,3,1,1,TC_de62589b4dd5,0,1,1,0,TC_de62589b4dd5,GC_cf402379d512,concentration gradient,1,1,60,cooccurrence_only; direct_sentence_relation_accepted,cooccurrence_only,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,both_not_observed_in_frozen_direct_corpora,not_applicable; pending,untested,not_tested,not_assessed,False,False,retrieval_candidate_only,candidate_not_observed,False,1,False,,1,5,10,identity_blind_real_path_grade_then_support_v2_no_status_bucket_no_weighted_score,optional_within_status_bucket_evidence_then_lower_shared_hubness_v1
CM_0da8b5001fdd,CM_0da8b5001fdd,iTE_role_endpoint_to_TG_role_endpoint_noncausal,GC_f34a82d9630d,steady temperature gradient,mechanism_or_process,LN_26a948497b0d,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,LN_8eadb5699f95,UG_ddb98c6aba91,1,1,TC_219663b4e1c6,GC_f50bbe3cdc5d,temperature gradient,IP_34d2ee7d65f7,TP_3d10de20fa31,CL_953fcede433c,R1_single_direct_sentence_relation,2,R1_single_direct_sentence_relation,2,1,1,TC_219663b4e1c6,0,1,0,0,TC_219663b4e1c6,GC_f50bbe3cdc5d,temperature gradient,1,1,1204,cooccurrence_only,direct_sentence_relation_accepted,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,both_not_observed_in_frozen_direct_corpora,pending,untested,not_tested,not_assessed,False,False,retrieval_candidate_only,candidate_not_observed,False,1,False,,1,6,40,identity_blind_real_path_grade_then_support_v2_no_status_bucket_no_weighted_score,optional_within_status_bucket_evidence_then_lower_shared_hubness_v1
CM_0eb7e25c053b,CM_0eb7e25c053b,iTE_role_endpoint_to_TG_role_endpoint_noncausal,GC_1f740b9fe27e,oh-,literal_formula,LN_7b0fcc7dcef2,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,LN_8eadb5699f95,UG_0eb7e25c053b,1,1,TC_9b5fba6bdc3c,GC_f50bbe3cdc5d,temperature gradient,IP_31a4aafd9c5d,TP_3d10de20fa31,CL_2b482614db48,R1_single_direct_sentence_relation,2,R1_single_direct_sentence_relation,2,1,1,TC_9b5fba6bdc3c,0,1,0,0,TC_9b5fba6bdc3c,GC_f50bbe3cdc5d,temperature gradient,1,1,1204,cooccurrence_only,direct_sentence_relation_accepted,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,both_not_observed_in_frozen_direct_corpora,pending,untested,not_tested,not_assessed,False,False,retrieval_candidate_only,candidate_not_observed,False,1,False,,1,7,41,identity_blind_real_path_grade_then_support_v2_no_status_bucket_no_weighted_score,optional_within_status_bucket_evidence_then_lower_shared_hubness_v1
CM_17c6ed7d0f0d,CM_17c6ed7d0f0d,iTE_role_endpoint_to_TG_role_endpoint_noncausal,GC_c8efb46bae52,suppressing cation,material_or_structure,LN_3a9442487115,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,LN_8eadb5699f95,UG_c5fd0579241e,1,1,TC_61c1a239ef0b,GC_f50bbe3cdc5d,temperature gradient,IP_7c41d8851eb8,TP_3d10de20fa31,CL_229e68a8f065,R1_single_direct_sentence_relation,2,R1_single_direct_sentence_relation,2,1,1,TC_61c1a239ef0b,0,1,0,0,TC_61c1a239ef0b,GC_f50bbe3cdc5d,temperature gradient,1,1,1204,cooccurrence_only,direct_sentence_relation_accepted,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,both_not_observed_in_frozen_direct_corpora,pending,untested,not_tested,not_assessed,False,False,retrieval_candidate_only,candidate_not_observed,False,1,False,,1,8,42,identity_blind_real_path_grade_then_support_v2_no_status_bucket_no_weighted_score,optional_within_status_bucket_evidence_then_lower_shared_hubness_v1
CM_1b624377e317,CM_1b624377e317,iTE_role_endpoint_to_TG_role_endpoint_noncausal,GC_96687fd1b877,anion adsorption,mechanism_or_process,LN_e6d41c823d5d,GC_5f9395c3b80a,entropy,mechanism_or_process,LN_b26f52a5bd6b,UG_854b40b3f344,1,1,TC_37161d1b5d0e,GC_720e69b53d5a,concentration difference,IP_8836d6fae355,TP_b3aa5f6c861b,CL_078b8bf4a739,R1_single_direct_sentence_relation,2,R1_single_direct_sentence_relation,2,1,1,TC_37161d1b5d0e,0,1,0,0,TC_37161d1b5d0e,GC_720e69b53d5a,concentration difference,1,1,15,direct_sentence_relation_accepted,cooccurrence_only,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,both_not_observed_in_frozen_direct_corpora,pending,untested,not_tested,not_assessed,False,False,retrieval_candidate_only,candidate_not_observed,False,1,False,,1,9,5,identity_blind_real_path_grade_then_support_v2_no_status_bucket_no_weighted_score,optional_within_status_bucket_evidence_then_lower_shared_hubness_v1
CM_1cb6ceba36ed,CM_1cb6ceba36ed,iTE_role_endpoint_to_TG_role_endpoint_noncausal,GC_f06335f211de,spatially confined fixed anion,material_or_structure,LN_3bf781b101d5,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,LN_8eadb5699f95,UG_928432ea1bee,1,1,TC_cb46d2cb8786,GC_f50bbe3cdc5d,temperature gradient,IP_099742d98033,TP_3d10de20fa31,CL_908ce9c466be,R1_single_direct_sentence_relation,2,R1_single_direct_sentence_relation,2,1,1,TC_cb46d2cb8786,0,1,0,0,TC_cb46d2cb8786,GC_f50bbe3cdc5d,temperature gradient,1,1,1204,cooccurrence_only,direct_sentence_relation_accepted,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,both_not_observed_in_frozen_direct_corpora,pending,untested,not_tested,not_assessed,False,False,retrieval_candidate_only,candidate_not_observed,False,1,False,,1,10,43,identity_blind_real_path_grade_then_support_v2_no_status_bucket_no_weighted_score,optional_within_status_bucket_evidence_then_lower_shared_hubness_v1
CM_246f74a2158d,CM_246f74a2158d,iTE_role_endpoint_to_TG_role_endpoint_noncausal,GC_3c432d56645d,thermal gradient,mechanism_or_process,LN_44bf675ae30c,GC_1e7bbb5384f5,hydrogel network,material_or_structure,LN_3f470274464b,UG_c1f85e6316c2,2,2,TC_59276f26ac16; TC_89aae060fb03,GC_4a92e5f4fe38; GC_cf402379d512,concentration gradient; hydrogel,IP_66e32a932a9e; IP_e121590ef3d9,TP_2b39aff648a3; TP_b210542384f9,CL_81de027d5cc5,R1_single_direct_sentence_relation,2,R0_cooccurrence_only_or_rejected,3,1,1,TC_59276f26ac16,0,1,1,0,TC_59276f26ac16,GC_cf402379d512,concentration gradient,1,1,60,cooccurrence_only; direct_sentence_relation_accepted,cooccurrence_only,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,both_not_observed_in_frozen_direct_corpora,not_applicable; pending,untested,not_tested,not_assessed,False,False,retrieval_candidate_only,candidate_not_observed,False,1,False,,1,11,11,identity_blind_real_path_grade_then_support_v2_no_status_bucket_no_weighted_score,optional_within_status_bucket_evidence_then_lower_shared_hubness_v1
CM_251596bb51b7,CM_251596bb51b7,iTE_role_endpoint_to_TG_role_endpoint_noncausal,GC_dc6d98c2fcaa,steady open circuit voltage,outcome_or_property,LN_835816e41dcf,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,LN_8eadb5699f95,UG_1d9bd5b56005,1,1,TC_c6e494904365,GC_f50bbe3cdc5d,temperature gradient,IP_dd98da4e3e56,TP_3d10de20fa31,CL_743e25a20a8c,R1_single_direct_sentence_relation,2,R1_single_direct_sentence_relation,2,1,1,TC_c6e494904365,0,1,0,0,TC_c6e494904365,GC_f50bbe3cdc5d,temperature gradient,1,1,1204,cooccurrence_only,direct_sentence_relation_accepted,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,both_not_observed_in_frozen_direct_corpora,pending,untested,not_tested,not_assessed,False,False,retrieval_candidate_only,candidate_not_observed,False,1,False,,1,12,44,identity_blind_real_path_grade_then_support_v2_no_status_bucket_no_weighted_score,optional_within_status_bucket_evidence_then_lower_shared_hubness_v1
CM_2a8a1577b96c,CM_2a8a1577b96c,iTE_role_endpoint_to_TG_role_endpoint_noncausal,GC_56af90ee19c9,spontaneous ion,material_or_structure,LN_beb31a673b3b,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,LN_8eadb5699f95,UG_2a8a1577b96c,1,1,TC_a5f15bb33028,GC_f50bbe3cdc5d,temperature gradient,IP_dbe05b7bb26e,TP_3d10de20fa31,CL_5e2a4b127368,R1_single_direct_sentence_relation,2,R1_single_direct_sentence_relation,2,1,1,TC_a5f15bb33028,0,1,0,0,TC_a5f15bb33028,GC_f50bbe3cdc5d,temperature gradient,1,1,1204,cooccurrence_only,direct_sentence_relation_accepted,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,both_not_observed_in_frozen_direct_corpora,pending,untested,not_tested,not_assessed,False,False,retrieval_candidate_only,candidate_not_observed,False,1,False,,1,13,45,identity_blind_real_path_grade_then_support_v2_no_status_bucket_no_weighted_score,optional_within_status_bucket_evidence_then_lower_shared_hubness_v1
CM_2db902e35c24,CM_2db902e35c24,iTE_role_endpoint_to_TG_role_endpoint_noncausal,GC_21faa67da1fd,conversion,mechanism_or_process,LN_5c34d205f4c3,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,LN_8eadb5699f95,UG_2db902e35c24,1,1,TC_bb99ad3e4a96,GC_f50bbe3cdc5d,temperature gradient,IP_0d140de77250,TP_3d10de20fa31,CL_0966fc459c98,R1_single_direct_sentence_relation,2,R1_single_direct_sentence_relation,2,1,1,TC_bb99ad3e4a96,0,1,0,0,TC_bb99ad3e4a96,GC_f50bbe3cdc5d,temperature gradient,1,1,1204,cooccurrence_only,direct_sentence_relation_accepted,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,both_not_observed_in_frozen_direct_corpora,pending,untested,not_tested,not_assessed,False,False,retrieval_candidate_only,candidate_not_observed,False,1,False,,1,14,46,identity_blind_real_path_grade_then_support_v2_no_status_bucket_no_weighted_score,optional_within_status_bucket_evidence_then_lower_shared_hubness_v1
CM_2e880560c901,CM_2e880560c901,iTE_role_endpoint_to_TG_role_endpoint_noncausal,GC_4c22980d6e87,mtegs,literal_formula,LN_7f0fe945b9a7,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,LN_8eadb5699f95,UG_2e880560c901,1,1,TC_9431174009bf,GC_f50bbe3cdc5d,temperature gradient,IP_9607931a2ca2,TP_3d10de20fa31,CL_424291faeb45,R1_single_direct_sentence_relation,2,R1_single_direct_sentence_relation,2,1,1,TC_9431174009bf,0,1,0,0,TC_9431174009bf,GC_f50bbe3cdc5d,temperature gradient,1,1,1204,cooccurrence_only,direct_sentence_relation_accepted,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,both_not_observed_in_frozen_direct_corpora,pending,untested,not_tested,not_assessed,False,False,retrieval_candidate_only,candidate_not_observed,False,1,False,,1,15,47,identity_blind_real_path_grade_then_support_v2_no_status_bucket_no_weighted_score,optional_within_status_bucket_evidence_then_lower_shared_hubness_v1
CM_2e9cae5e5466,CM_2e9cae5e5466,iTE_role_endpoint_to_TG_role_endpoint_noncausal,GC_bd6b4e8482b9,thermoelectric conversion property,outcome_or_property,LN_72f9a3f17d8e,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,LN_8eadb5699f95,UG_e34b536e775f,1,1,TC_18d002839c61,GC_f50bbe3cdc5d,temperature gradient,IP_248623398994,TP_3d10de20fa31,CL_421df86a7bb2,R1_single_direct_sentence_relation,2,R1_single_direct_sentence_relation,2,1,1,TC_18d002839c61,0,1,0,0,TC_18d002839c61,GC_f50bbe3cdc5d,temperature gradient,1,1,1204,cooccurrence_only,direct_sentence_relation_accepted,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,both_not_observed_in_frozen_direct_corpora,pending,untested,not_tested,not_assessed,False,False,retrieval_candidate_only,candidate_not_observed,False,1,False,,1,16,48,identity_blind_real_path_grade_then_support_v2_no_status_bucket_no_weighted_score,optional_within_status_bucket_evidence_then_lower_shared_hubness_v1
CM_2faad93bf833,CM_2faad93bf833,iTE_role_endpoint_to_TG_role_endpoint_noncausal,GC_96a5e1f0372e,complexation,mechanism_or_process,LN_2e81673bb6e1,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,LN_8eadb5699f95,UG_70e0c3da0453,1,1,TC_0c8395906789,GC_f50bbe3cdc5d,temperature gradient,IP_abe8552766a6,TP_3d10de20fa31,CL_a245beeb1923,R1_single_direct_sentence_relation,2,R1_single_direct_sentence_relation,2,1,1,TC_0c8395906789,0,1,0,0,TC_0c8395906789,GC_f50bbe3cdc5d,temperature gradient,1,1,1204,cooccurrence_only,direct_sentence_relation_accepted,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,both_not_observed_in_frozen_direct_corpora,pending,untested,not_tested,not_assessed,False,False,retrieval_candidate_only,candidate_not_observed,False,1,False,,1,17,49,identity_blind_real_path_grade_then_support_v2_no_status_bucket_no_weighted_score,optional_within_status_bucket_evidence_then_lower_shared_hubness_v1
CM_30d7d5b99f30,CM_30d7d5b99f30,iTE_role_endpoint_to_TG_role_endpoint_noncausal,GC_3c432d56645d,thermal gradient,mechanism_or_process,LN_44bf675ae30c,GC_e9cefeab69ae,redox ion transport,mechanism_or_process,LN_0b3d024785e9,UG_30d7d5b99f30,2,2,TC_1042e99cbe85; TC_523f3438fad5,GC_4a92e5f4fe38; GC_cf402379d512,concentration gradient; hydrogel,IP_66e32a932a9e; IP_e121590ef3d9,TP_98f25d8f06ad; TP_bddbdc654c07,CL_3995289a3900,R1_single_direct_sentence_relation,2,R0_cooccurrence_only_or_rejected,3,1,1,TC_523f3438fad5,0,1,1,0,TC_523f3438fad5,GC_cf402379d512,concentration gradient,1,1,60,cooccurrence_only; direct_sentence_relation_accepted,cooccurrence_only,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,both_not_observed_in_frozen_direct_corpora,not_applicable; pending,untested,not_tested,not_assessed,False,False,retrieval_candidate_only,candidate_not_observed,False,1,False,,1,18,12,identity_blind_real_path_grade_then_support_v2_no_status_bucket_no_weighted_score,optional_within_status_bucket_evidence_then_lower_shared_hubness_v1
CM_315872b18246,CM_315872b18246,iTE_role_endpoint_to_TG_role_endpoint_noncausal,GC_bbb29d51b9cd,output voltage,outcome_or_property,LN_17edb3569855,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,LN_8eadb5699f95,UG_2908f7621ba3,1,1,TC_ffab977d0913,GC_f50bbe3cdc5d,temperature gradient,IP_1c69b56d64b7,TP_3d10de20fa31,CL_8435d935f121,R1_single_direct_sentence_relation,2,R1_single_direct_sentence_relation,2,1,1,TC_ffab977d0913,0,1,0,0,TC_ffab977d0913,GC_f50bbe3cdc5d,temperature gradient,1,1,1204,cooccurrence_only,direct_sentence_relation_accepted,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,both_not_observed_in_frozen_direct_corpora,pending,untested,not_tested,not_assessed,False,False,retrieval_candidate_only,candidate_not_observed,False,1,False,,1,19,50,identity_blind_real_path_grade_then_support_v2_no_status_bucket_no_weighted_score,optional_within_status_bucket_evidence_then_lower_shared_hubness_v1
CM_31fa31f74db6,CM_31fa31f74db6,iTE_role_endpoint_to_TG_role_endpoint_noncausal,GC_3c432d56645d,thermal gradient,mechanism_or_process,LN_44bf675ae30c,GC_6cdb23f33c74,seebeck coefficient,outcome_or_property,LN_ccd3eb53d5e7,UG_31fa31f74db6,2,2,TC_789328ac640e; TC_c2c1e2668ea5,GC_4a92e5f4fe38; GC_cf402379d512,concentration gradient; hydrogel,IP_66e32a932a9e; IP_e121590ef3d9,TP_27e7ec00d4c4; TP_885920e56b51,CL_21e05e29372e,R1_single_direct_sentence_relation,2,R0_cooccurrence_only_or_rejected,3,1,1,TC_c2c1e2668ea5,0,1,1,0,TC_c2c1e2668ea5,GC_cf402379d512,concentration gradient,1,1,60,cooccurrence_only; direct_sentence_relation_accepted,cooccurrence_only,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,both_not_observed_in_frozen_direct_corpora,not_applicable; pending,untested,not_tested,not_assessed,False,False,retrieval_candidate_only,candidate_not_observed,False,1,False,,1,20,13,identity_blind_real_path_grade_then_support_v2_no_status_bucket_no_weighted_score,optional_within_status_bucket_evidence_then_lower_shared_hubness_v1
CM_3e3a851933e6,CM_3e3a851933e6,iTE_role_endpoint_to_TG_role_endpoint_noncausal,GC_7320e2b5d0b7,regulation,mechanism_or_process,LN_a845722623b9,GC_6b48cf2a30d2,redox entropy difference,mechanism_or_process,LN_03ac8a7290a2,UG_24adc520d993,1,1,TC_1f47350504f0,GC_27998e08b8e3,hydration,IP_99e18ee308b7,TP_e91e48ec3c5b,CL_cfdb0a859a44,R1_single_direct_sentence_relation,2,R1_single_direct_sentence_relation,2,1,1,TC_1f47350504f0,0,1,0,0,TC_1f47350504f0,GC_27998e08b8e3,hydration,1,1,96,direct_sentence_relation_accepted,cooccurrence_only,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,both_not_observed_in_frozen_direct_corpora,pending,untested,not_tested,not_assessed,False,False,retrieval_candidate_only,candidate_not_observed,False,1,False,,1,21,27,identity_blind_real_path_grade_then_support_v2_no_status_bucket_no_weighted_score,optional_within_status_bucket_evidence_then_lower_shared_hubness_v1
CM_3ea7f030d750,CM_3ea7f030d750,iTE_role_endpoint_to_TG_role_endpoint_noncausal,GC_3df28f2a55c5,molecular concentration gradient,mechanism_or_process,LN_1e08e4eb8888,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,LN_8eadb5699f95,UG_3ea7f030d750,1,1,TC_667bdb8fa4da,GC_f50bbe3cdc5d,temperature gradient,IP_6e873d940b10,TP_3d10de20fa31,CL_e69165de28ea,R1_single_direct_sentence_relation,2,R1_single_direct_sentence_relation,2,1,1,TC_667bdb8fa4da,0,1,0,0,TC_667bdb8fa4da,GC_f50bbe3cdc5d,temperature gradient,1,1,1204,cooccurrence_only,direct_sentence_relation_accepted,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,both_not_observed_in_frozen_direct_corpora,pending,untested,not_tested,not_assessed,False,False,retrieval_candidate_only,candidate_not_observed,False,1,False,,1,22,51,identity_blind_real_path_grade_then_support_v2_no_status_bucket_no_weighted_score,optional_within_status_bucket_evidence_then_lower_shared_hubness_v1
CM_42decba312e9,CM_42decba312e9,iTE_role_endpoint_to_TG_role_endpoint_noncausal,GC_fd67e6523f72,bulk diffusion,mechanism_or_process,LN_43bcd3dbc5d6,GC_6624fb8cc64b,temperature dependent host guest interaction,mechanism_or_process,LN_a242c5999247,UG_0bde4b39a4c2,1,1,TC_533b87cf6592,GC_cf402379d512,concentration gradient,IP_0758751d080f,TP_671a0fd969af,CL_df58af4c348e,R1_single_direct_sentence_relation,2,R1_single_direct_sentence_relation,2,1,1,TC_533b87cf6592,0,1,0,0,TC_533b87cf6592,GC_cf402379d512,concentration gradient,1,1,60,cooccurrence_only,direct_sentence_relation_accepted,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,both_not_observed_in_frozen_direct_corpora,pending,untested,not_tested,not_assessed,False,False,retrieval_candidate_only,candidate_not_observed,False,1,False,,1,23,15,identity_blind_real_path_grade_then_support_v2_no_status_bucket_no_weighted_score,optional_within_status_bucket_evidence_then_lower_shared_hubness_v1
CM_45be344f8ddc,CM_45be344f8ddc,iTE_role_endpoint_to_TG_role_endpoint_noncausal,GC_854d252d9a45,thermodiffusion,mechanism_or_process,LN_fe84ac5d0da0,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,LN_8eadb5699f95,UG_1ee710a2a29b,1,1,TC_298e035a8cab,GC_f50bbe3cdc5d,temperature gradient,IP_2bf8ba37b1de,TP_3d10de20fa31,CL_805b7db9fb1e,R1_single_direct_sentence_relation,2,R1_single_direct_sentence_relation,2,1,1,TC_298e035a8cab,0,1,0,0,TC_298e035a8cab,GC_f50bbe3cdc5d,temperature gradient,1,1,1204,cooccurrence_only,direct_sentence_relation_accepted,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,both_not_observed_in_frozen_direct_corpora,pending,untested,not_tested,not_assessed,False,False,retrieval_candidate_only,candidate_not_observed,False,1,False,,1,24,52,identity_blind_real_path_grade_then_support_v2_no_status_bucket_no_weighted_score,optional_within_status_bucket_evidence_then_lower_shared_hubness_v1
