paper_id,title,doi,node_role,left_node_id,left_label,right_node_id,right_label,review_status
P0394,Ionic Seebeck coefficient and figure of merit in ionic thermoelectric materials,10.1016/j.xcrp.2022.101018,outcome_property,TC_3551de0250ed,ionic seebeck,TC_6a63fa461f80,ionic seebeck coefficient,retained_not_auto_merged
P0394,Ionic Seebeck coefficient and figure of merit in ionic thermoelectric materials,10.1016/j.xcrp.2022.101018,outcome_property,TC_6a63fa461f80,ionic seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0395,Time-Domain Thermoreflectance Study of the Thermal Transport Properties of All-Solid-State Ionic Thermoelectric Material,10.1007/s10765-023-03199-x,outcome_property,TC_1d595f73aba3,conductivity decreases,TC_84e83ff8aedb,thermal conductivity decreases,retained_not_auto_merged
P0395,Time-Domain Thermoreflectance Study of the Thermal Transport Properties of All-Solid-State Ionic Thermoelectric Material,10.1007/s10765-023-03199-x,outcome_property,TC_29e6f835676f,thermal conductivity,TC_84e83ff8aedb,thermal conductivity decreases,retained_not_auto_merged
P0398,Self-Healable Organic-Inorganic Hybrid Thermoelectric Materials with Excellent Ionic Thermoelectric Properties,10.1002/aenm.202103070,outcome_property,TC_3551de0250ed,ionic seebeck,TC_6a63fa461f80,ionic seebeck coefficient,retained_not_auto_merged
P0398,Self-Healable Organic-Inorganic Hybrid Thermoelectric Materials with Excellent Ionic Thermoelectric Properties,10.1002/aenm.202103070,outcome_property,TC_6a63fa461f80,ionic seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0399,Lignin-Derived Ionic Hydrogels for Thermoelectric Energy Harvesting,10.1021/acsapm.4c03816,outcome_property,TC_3551de0250ed,ionic seebeck,TC_6a63fa461f80,ionic seebeck coefficient,retained_not_auto_merged
P0399,Lignin-Derived Ionic Hydrogels for Thermoelectric Energy Harvesting,10.1021/acsapm.4c03816,outcome_property,TC_6a63fa461f80,ionic seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0400,Interfacial Effect Boosts the Performance of All-Polymer Ionic Thermoelectric Supercapacitors,10.1002/admi.202201058,material_system,TC_4f82a6a840d2,PEDOT:PSS,TC_ee0a98d9cc93,PEDOT,retained_not_auto_merged
P0401,Thermoelectric Ionic Hydrogel Based on PEDOT:PSS/PAAm for Low-Grade Thermal-Energy Harvesting,10.1021/acsaelm.5c00195,material_system,TC_4f82a6a840d2,PEDOT:PSS,TC_ee0a98d9cc93,PEDOT,retained_not_auto_merged
P0403,Quasi-solid state nanoparticle/(ionic liquid) gels with significantly high ionic thermoelectric properties,10.1039/d0ta04100a,outcome_property,TC_1c0fd710898d,high ionic seebeck,TC_3551de0250ed,ionic seebeck,retained_not_auto_merged
P0403,Quasi-solid state nanoparticle/(ionic liquid) gels with significantly high ionic thermoelectric properties,10.1039/d0ta04100a,outcome_property,TC_1c0fd710898d,high ionic seebeck,TC_d371be910c4a,high ionic seebeck coefficient,retained_not_auto_merged
P0403,Quasi-solid state nanoparticle/(ionic liquid) gels with significantly high ionic thermoelectric properties,10.1039/d0ta04100a,outcome_property,TC_3551de0250ed,ionic seebeck,TC_6a63fa461f80,ionic seebeck coefficient,retained_not_auto_merged
P0403,Quasi-solid state nanoparticle/(ionic liquid) gels with significantly high ionic thermoelectric properties,10.1039/d0ta04100a,outcome_property,TC_3551de0250ed,ionic seebeck,TC_d371be910c4a,high ionic seebeck coefficient,retained_not_auto_merged
P0403,Quasi-solid state nanoparticle/(ionic liquid) gels with significantly high ionic thermoelectric properties,10.1039/d0ta04100a,outcome_property,TC_5f27b4c1b58c,ionic power factor,TC_94ded4355708,power factor,retained_not_auto_merged
P0403,Quasi-solid state nanoparticle/(ionic liquid) gels with significantly high ionic thermoelectric properties,10.1039/d0ta04100a,outcome_property,TC_6a63fa461f80,ionic seebeck coefficient,TC_d371be910c4a,high ionic seebeck coefficient,retained_not_auto_merged
P0403,Quasi-solid state nanoparticle/(ionic liquid) gels with significantly high ionic thermoelectric properties,10.1039/d0ta04100a,outcome_property,TC_6a63fa461f80,ionic seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0403,Quasi-solid state nanoparticle/(ionic liquid) gels with significantly high ionic thermoelectric properties,10.1039/d0ta04100a,outcome_property,TC_d371be910c4a,high ionic seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0404,Ionic Thermoelectric Effect Inducing Cation-Enriched Surface of Hydrogel to Enhance Output Performance of Triboelectric Nanogenerator,10.1002/ente.202200070,outcome_property,TC_45d7184bddc3,output power density,TC_a2d89f87d6bd,maximum output power density,retained_not_auto_merged
P0404,Ionic Thermoelectric Effect Inducing Cation-Enriched Surface of Hydrogel to Enhance Output Performance of Triboelectric Nanogenerator,10.1002/ente.202200070,outcome_property,TC_45d7184bddc3,output power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0404,Ionic Thermoelectric Effect Inducing Cation-Enriched Surface of Hydrogel to Enhance Output Performance of Triboelectric Nanogenerator,10.1002/ente.202200070,outcome_property,TC_a2d89f87d6bd,maximum output power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0405,"A Polymer Film with Very High Seebeck Coefficient and Overall Thermoelectric Properties by Secondary Doping, Dedoping Engineering and Ionic Energy Filtering",10.1002/adfm.202411815,outcome_property,TC_621f048a7e27,high seebeck,TC_7d3a34d8db98,high seebeck coefficient,retained_not_auto_merged
P0405,"A Polymer Film with Very High Seebeck Coefficient and Overall Thermoelectric Properties by Secondary Doping, Dedoping Engineering and Ionic Energy Filtering",10.1002/adfm.202411815,outcome_property,TC_7d3a34d8db98,high seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0405,"A Polymer Film with Very High Seebeck Coefficient and Overall Thermoelectric Properties by Secondary Doping, Dedoping Engineering and Ionic Energy Filtering",10.1002/adfm.202411815,material_system,TC_4f82a6a840d2,PEDOT:PSS,TC_ee0a98d9cc93,PEDOT,retained_not_auto_merged
P0406,An ionic thermoelectric ratchet effect in polymeric electrolytes,10.1039/d2tc01130a,outcome_property,TC_3b5587f9065a,large seebeck,TC_d0e0c372ca44,large seebeck coefficient,retained_not_auto_merged
P0406,An ionic thermoelectric ratchet effect in polymeric electrolytes,10.1039/d2tc01130a,outcome_property,TC_d0e0c372ca44,large seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0407,Advanced n-type ionic hydrogel with simultaneously enhanced thermoelectric and mechanical performances via the synergy of hydrophilic and hydrophobic polymers,10.1039/d5ta06737e,outcome_property,TC_29e6f835676f,thermal conductivity,TC_6c693438881a,low thermal conductivity,retained_not_auto_merged
P0408,Electrode-dependent thermoelectric effect in ionic hydrogel fiber for self-powered sensing and low-grade heat harvesting,10.1016/j.cej.2024.154970,outcome_property,TC_3551de0250ed,ionic seebeck,TC_6a63fa461f80,ionic seebeck coefficient,retained_not_auto_merged
P0408,Electrode-dependent thermoelectric effect in ionic hydrogel fiber for self-powered sensing and low-grade heat harvesting,10.1016/j.cej.2024.154970,outcome_property,TC_6a63fa461f80,ionic seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0409,High-performance thermoelectric PEDOT:PSS fiber bundles via rational ionic liquid treatment,10.1016/j.cej.2024.158104,material_system,TC_4f82a6a840d2,PEDOT:PSS,TC_ee0a98d9cc93,PEDOT,retained_not_auto_merged
P0409,High-performance thermoelectric PEDOT:PSS fiber bundles via rational ionic liquid treatment,10.1016/j.cej.2024.158104,outcome_property,TC_45d7184bddc3,output power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0411,Annealing Temperature Tuning of Thermoelectric Properties in Conductive Polymers: Transition from Ionic to Electronic Thermoelectrics,10.1021/acsami.5c12734,material_system,TC_4f82a6a840d2,PEDOT:PSS,TC_ee0a98d9cc93,PEDOT,retained_not_auto_merged
P0412,Polycationic strategy and nanofiller synergy endow the dual network ionic liquid gel with excellent thermoelectric and mechanical properties,10.1016/j.cej.2025.166105,material_system,TC_523e031eaf4f,Ti3C2Tx,TC_ab08cdd1f9be,Ti3C2Tx MXene,retained_not_auto_merged
P0412,Polycationic strategy and nanofiller synergy endow the dual network ionic liquid gel with excellent thermoelectric and mechanical properties,10.1016/j.cej.2025.166105,material_system,TC_627ec3e82d39,MXene,TC_ab08cdd1f9be,Ti3C2Tx MXene,retained_not_auto_merged
P0413,N-type thermoelectric composite hydrogels enabling dual-channel ionic/electronic transport,10.1007/s42114-025-01495-8,material_system,TC_4f82a6a840d2,PEDOT:PSS,TC_ee0a98d9cc93,PEDOT,retained_not_auto_merged
P0413,N-type thermoelectric composite hydrogels enabling dual-channel ionic/electronic transport,10.1007/s42114-025-01495-8,outcome_property,TC_5672376ea981,high ionic thermopower,TC_76960d9c4db3,ionic thermopower,retained_not_auto_merged
P0414,Experimental Study of the Thermoelectric Properties in Ionic Liquid plus Organic Solvent Hybrid System,10.1021/acs.jced.5c00230,mechanism,TC_3d03aa298309,or propylene carbonate. selective solvation between ionic liquids,TC_c889e0f92f27,selective solvation,retained_not_auto_merged
P0421,Figure of merit for ionic thermoelectric materials,10.1093/nsr/nwag227,outcome_property,TC_24afb8a1aced,conversion efficiency,TC_5d85911c7499,energy conversion efficiency,retained_not_auto_merged
P0427,Novel Hybrid Electronic-Ionic-Type Thermoelectric Device with Enhanced Performance by Using Steel Wool and [Fe(CN)6]4-/[Fe(CN)6]3- Ion Solution,10.1021/acssuschemeng.5c07379,outcome_property,TC_9f58ed907e7b,electrical conductivity,TC_c6879e15a4a5,high electrical conductivity,retained_not_auto_merged
P0430,Solid-State N-Type Ionic Thermoelectric Based on Polyanions Enabled by Water State Regulation via MXenes,10.1002/adma.202517406,outcome_property,TC_3be3c4b11586,ionic conductivity,TC_5042027d8df0,high ionic conductivity,retained_not_auto_merged
P0430,Solid-State N-Type Ionic Thermoelectric Based on Polyanions Enabled by Water State Regulation via MXenes,10.1002/adma.202517406,outcome_property,TC_5672376ea981,high ionic thermopower,TC_76960d9c4db3,ionic thermopower,retained_not_auto_merged
P0432,Dynamic Hydrogen-Bond Networks Enable Long-Lived Ionic Thermoelectric Materials With High Power Density,10.1002/adfm.75601,outcome_property,TC_a6ad80f6088e,power density,TC_fb7c1ddc034b,high power density,retained_not_auto_merged
P0433,Nanofluidic ionic thermoelectric energy conversion through the thermal management of electronic devices using composite phase-change material,10.1088/1361-6463/ae5c15,outcome_property,TC_45d7184bddc3,output power density,TC_a2d89f87d6bd,maximum output power density,retained_not_auto_merged
P0433,Nanofluidic ionic thermoelectric energy conversion through the thermal management of electronic devices using composite phase-change material,10.1088/1361-6463/ae5c15,outcome_property,TC_45d7184bddc3,output power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0433,Nanofluidic ionic thermoelectric energy conversion through the thermal management of electronic devices using composite phase-change material,10.1088/1361-6463/ae5c15,outcome_property,TC_a2d89f87d6bd,maximum output power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0435,Epichlorohydrin-Crosslinked Lignin-Polyvinyl Alcohol Hydrogel for Ionic Thermoelectric Applications,10.1002/app.70303,outcome_property,TC_3b2692690887,highest seebeck coefficient,TC_bf225c253905,highest seebeck,retained_not_auto_merged
P0435,Epichlorohydrin-Crosslinked Lignin-Polyvinyl Alcohol Hydrogel for Ionic Thermoelectric Applications,10.1002/app.70303,outcome_property,TC_3b2692690887,highest seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0436,Multifunctional ionic thermoelectric elastomer enhanced by Le Chatlier principle in synergistic supramolecular hydrogen bonding system,10.1126/sciadv.aef5852,outcome_property,TC_3be3c4b11586,ionic conductivity,TC_5042027d8df0,high ionic conductivity,retained_not_auto_merged
P0438,High-thermopower ionic thermoelectric hydrogel with gradient immobilization of anions by polypyrrole,10.1016/j.cej.2026.176570,mechanism,TC_367b0f56f5f5,cation transport,TC_935a2e990708,increases eastman entropy of cation transport,retained_not_auto_merged
P0438,High-thermopower ionic thermoelectric hydrogel with gradient immobilization of anions by polypyrrole,10.1016/j.cej.2026.176570,outcome_property,TC_bbefb53d18ff,thermopower ionic,TC_f1340e9cfd7d,thermopower ionic thermoelectric,retained_not_auto_merged
P0440,Thermosensitive adhesion boosts low-grade heat harvesting of ionic thermoelectric hydrogels,10.1016/j.nanoen.2026.111707,outcome_property,TC_45d7184bddc3,output power density,TC_a2d89f87d6bd,maximum output power density,retained_not_auto_merged
P0440,Thermosensitive adhesion boosts low-grade heat harvesting of ionic thermoelectric hydrogels,10.1016/j.nanoen.2026.111707,outcome_property,TC_45d7184bddc3,output power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0440,Thermosensitive adhesion boosts low-grade heat harvesting of ionic thermoelectric hydrogels,10.1016/j.nanoen.2026.111707,outcome_property,TC_621f048a7e27,high seebeck,TC_7d3a34d8db98,high seebeck coefficient,retained_not_auto_merged
P0440,Thermosensitive adhesion boosts low-grade heat harvesting of ionic thermoelectric hydrogels,10.1016/j.nanoen.2026.111707,outcome_property,TC_7d3a34d8db98,high seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0440,Thermosensitive adhesion boosts low-grade heat harvesting of ionic thermoelectric hydrogels,10.1016/j.nanoen.2026.111707,outcome_property,TC_a2d89f87d6bd,maximum output power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0444,Ionic thermoelectric paper,10.1039/c7ta03196c,outcome_property,TC_1c0fd710898d,high ionic seebeck,TC_3551de0250ed,ionic seebeck,retained_not_auto_merged
P0444,Ionic thermoelectric paper,10.1039/c7ta03196c,outcome_property,TC_1c0fd710898d,high ionic seebeck,TC_d371be910c4a,high ionic seebeck coefficient,retained_not_auto_merged
P0444,Ionic thermoelectric paper,10.1039/c7ta03196c,outcome_property,TC_29e6f835676f,thermal conductivity,TC_6c693438881a,low thermal conductivity,retained_not_auto_merged
P0444,Ionic thermoelectric paper,10.1039/c7ta03196c,outcome_property,TC_3551de0250ed,ionic seebeck,TC_6a63fa461f80,ionic seebeck coefficient,retained_not_auto_merged
P0444,Ionic thermoelectric paper,10.1039/c7ta03196c,outcome_property,TC_3551de0250ed,ionic seebeck,TC_d371be910c4a,high ionic seebeck coefficient,retained_not_auto_merged
P0444,Ionic thermoelectric paper,10.1039/c7ta03196c,outcome_property,TC_3b5587f9065a,large seebeck,TC_d0e0c372ca44,large seebeck coefficient,retained_not_auto_merged
P0444,Ionic thermoelectric paper,10.1039/c7ta03196c,outcome_property,TC_3be3c4b11586,ionic conductivity,TC_5042027d8df0,high ionic conductivity,retained_not_auto_merged
P0444,Ionic thermoelectric paper,10.1039/c7ta03196c,outcome_property,TC_6a63fa461f80,ionic seebeck coefficient,TC_d371be910c4a,high ionic seebeck coefficient,retained_not_auto_merged
P0444,Ionic thermoelectric paper,10.1039/c7ta03196c,outcome_property,TC_6a63fa461f80,ionic seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0444,Ionic thermoelectric paper,10.1039/c7ta03196c,outcome_property,TC_d0e0c372ca44,large seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0444,Ionic thermoelectric paper,10.1039/c7ta03196c,outcome_property,TC_d371be910c4a,high ionic seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0445,Highly stretchable ionic hydrogels with enhanced thermoelectric performance and flame retardancy for intelligent fire protection,10.1039/d4ta05396f,outcome_property,TC_1c0fd710898d,high ionic seebeck,TC_3551de0250ed,ionic seebeck,retained_not_auto_merged
P0445,Highly stretchable ionic hydrogels with enhanced thermoelectric performance and flame retardancy for intelligent fire protection,10.1039/d4ta05396f,outcome_property,TC_1c0fd710898d,high ionic seebeck,TC_d371be910c4a,high ionic seebeck coefficient,retained_not_auto_merged
P0445,Highly stretchable ionic hydrogels with enhanced thermoelectric performance and flame retardancy for intelligent fire protection,10.1039/d4ta05396f,outcome_property,TC_3551de0250ed,ionic seebeck,TC_6a63fa461f80,ionic seebeck coefficient,retained_not_auto_merged
P0445,Highly stretchable ionic hydrogels with enhanced thermoelectric performance and flame retardancy for intelligent fire protection,10.1039/d4ta05396f,outcome_property,TC_3551de0250ed,ionic seebeck,TC_d371be910c4a,high ionic seebeck coefficient,retained_not_auto_merged
P0445,Highly stretchable ionic hydrogels with enhanced thermoelectric performance and flame retardancy for intelligent fire protection,10.1039/d4ta05396f,outcome_property,TC_6a63fa461f80,ionic seebeck coefficient,TC_d371be910c4a,high ionic seebeck coefficient,retained_not_auto_merged
P0445,Highly stretchable ionic hydrogels with enhanced thermoelectric performance and flame retardancy for intelligent fire protection,10.1039/d4ta05396f,outcome_property,TC_6a63fa461f80,ionic seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0445,Highly stretchable ionic hydrogels with enhanced thermoelectric performance and flame retardancy for intelligent fire protection,10.1039/d4ta05396f,outcome_property,TC_d371be910c4a,high ionic seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0446,A Thermosensitive Ionic Hydrogel for Thermotropic Smart Windows With Integrated Thermoelectric Energy Harvesting Capability,10.1002/adfm.202412081,mechanism,TC_8251a3e5d027,temperature-sensitive phase transition,TC_d0a37a92a174,phase transition,retained_not_auto_merged
P0447,Ionic thermoelectric supercapacitors,10.1039/c6ee00121a,outcome_property,TC_3551de0250ed,ionic seebeck,TC_6a63fa461f80,ionic seebeck coefficient,retained_not_auto_merged
P0447,Ionic thermoelectric supercapacitors,10.1039/c6ee00121a,outcome_property,TC_41bbb1143cba,seebeck coefficient alpha,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0447,Ionic thermoelectric supercapacitors,10.1039/c6ee00121a,outcome_property,TC_6a63fa461f80,ionic seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0448,Giant Power Output from Ionic/electronic Hybrid Nanocomposite Thermoelectric Converter Under Constant Temperature Gradient,10.1002/advs.202406589,outcome_property,TC_45d7184bddc3,output power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0450,"Highly Stretchable, Resilient, Adhesive, and Self-Healing Ionic Hydrogels for Thermoelectric Application",10.1002/adfm.202306086,outcome_property,TC_29e6f835676f,thermal conductivity,TC_6c693438881a,low thermal conductivity,retained_not_auto_merged
P0451,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,outcome_property,TC_1c0fd710898d,high ionic seebeck,TC_3551de0250ed,ionic seebeck,retained_not_auto_merged
P0451,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,outcome_property,TC_1c0fd710898d,high ionic seebeck,TC_d371be910c4a,high ionic seebeck coefficient,retained_not_auto_merged
P0451,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,outcome_property,TC_3551de0250ed,ionic seebeck,TC_6a63fa461f80,ionic seebeck coefficient,retained_not_auto_merged
P0451,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,outcome_property,TC_3551de0250ed,ionic seebeck,TC_d371be910c4a,high ionic seebeck coefficient,retained_not_auto_merged
P0451,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,outcome_property,TC_5f27b4c1b58c,ionic power factor,TC_94ded4355708,power factor,retained_not_auto_merged
P0451,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,outcome_property,TC_6a63fa461f80,ionic seebeck coefficient,TC_d371be910c4a,high ionic seebeck coefficient,retained_not_auto_merged
P0451,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,outcome_property,TC_6a63fa461f80,ionic seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0451,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,outcome_property,TC_a6ad80f6088e,power density,TC_fb7c1ddc034b,high power density,retained_not_auto_merged
P0451,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,outcome_property,TC_d371be910c4a,high ionic seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0452,Boosting the Thermoelectric Performance of the Doped DPP-EDOT Conjugated Polymer by Incorporating an Ionic Additive,10.1002/smll.202300231,outcome_property,TC_9f58ed907e7b,electrical conductivity,TC_c6879e15a4a5,high electrical conductivity,retained_not_auto_merged
P0454,Two-step surface treatment of femtosecond laser irradiation and ionic liquid to enhance thermoelectric properties of PEDOT:PSS films,10.1016/j.apsusc.2023.158569,outcome_property,TC_29e6f835676f,thermal conductivity,TC_6c693438881a,low thermal conductivity,retained_not_auto_merged
P0454,Two-step surface treatment of femtosecond laser irradiation and ionic liquid to enhance thermoelectric properties of PEDOT:PSS films,10.1016/j.apsusc.2023.158569,material_system,TC_4f82a6a840d2,PEDOT:PSS,TC_ee0a98d9cc93,PEDOT,retained_not_auto_merged
P0456,Change of Conduction Mechanism in Polymer/Single Wall Carbon Nanotube Composites upon Introduction of Ionic Liquids and Their Investigation by Transient Absorption Spectroscopy: Implication for Thermoelectric Applications,10.1021/acsanm.3c01735,outcome_property,TC_1d1e24e50639,positive seebeck,TC_2b1586da6220,positive seebeck coefficients,retained_not_auto_merged
P0456,Change of Conduction Mechanism in Polymer/Single Wall Carbon Nanotube Composites upon Introduction of Ionic Liquids and Their Investigation by Transient Absorption Spectroscopy: Implication for Thermoelectric Applications,10.1021/acsanm.3c01735,outcome_property,TC_2b1586da6220,positive seebeck coefficients,TC_f3d47ac021e3,seebeck coefficients,retained_not_auto_merged
P0457,Self-Healable and Stretchable Ionic-Liquid-Based Thermoelectric Composites with High Ionic Seebeck Coefficient,10.1002/smll.202106937,outcome_property,TC_1c0fd710898d,high ionic seebeck,TC_3551de0250ed,ionic seebeck,retained_not_auto_merged
P0457,Self-Healable and Stretchable Ionic-Liquid-Based Thermoelectric Composites with High Ionic Seebeck Coefficient,10.1002/smll.202106937,outcome_property,TC_1c0fd710898d,high ionic seebeck,TC_d371be910c4a,high ionic seebeck coefficient,retained_not_auto_merged
P0457,Self-Healable and Stretchable Ionic-Liquid-Based Thermoelectric Composites with High Ionic Seebeck Coefficient,10.1002/smll.202106937,outcome_property,TC_3551de0250ed,ionic seebeck,TC_6a63fa461f80,ionic seebeck coefficient,retained_not_auto_merged
P0457,Self-Healable and Stretchable Ionic-Liquid-Based Thermoelectric Composites with High Ionic Seebeck Coefficient,10.1002/smll.202106937,outcome_property,TC_3551de0250ed,ionic seebeck,TC_d371be910c4a,high ionic seebeck coefficient,retained_not_auto_merged
P0457,Self-Healable and Stretchable Ionic-Liquid-Based Thermoelectric Composites with High Ionic Seebeck Coefficient,10.1002/smll.202106937,outcome_property,TC_6a63fa461f80,ionic seebeck coefficient,TC_d371be910c4a,high ionic seebeck coefficient,retained_not_auto_merged
P0457,Self-Healable and Stretchable Ionic-Liquid-Based Thermoelectric Composites with High Ionic Seebeck Coefficient,10.1002/smll.202106937,outcome_property,TC_6a63fa461f80,ionic seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0457,Self-Healable and Stretchable Ionic-Liquid-Based Thermoelectric Composites with High Ionic Seebeck Coefficient,10.1002/smll.202106937,outcome_property,TC_d371be910c4a,high ionic seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0460,Mixed ionic-electronic thermoelectric effect of reduced graphene oxide reinforced cement-based composites,10.1016/j.cemconcomp.2022.104442,material_system,TC_04ab71eea966,graphene oxide,TC_385ec1869ee3,graphene,retained_not_auto_merged
P0460,Mixed ionic-electronic thermoelectric effect of reduced graphene oxide reinforced cement-based composites,10.1016/j.cemconcomp.2022.104442,material_system,TC_04ab71eea966,graphene oxide,TC_e650dea66884,reduced graphene oxide,retained_not_auto_merged
P0460,Mixed ionic-electronic thermoelectric effect of reduced graphene oxide reinforced cement-based composites,10.1016/j.cemconcomp.2022.104442,material_system,TC_385ec1869ee3,graphene,TC_e650dea66884,reduced graphene oxide,retained_not_auto_merged
P0460,Mixed ionic-electronic thermoelectric effect of reduced graphene oxide reinforced cement-based composites,10.1016/j.cemconcomp.2022.104442,outcome_property,TC_24afb8a1aced,conversion efficiency,TC_a47c0c0d58d0,thermoelectric conversion efficiency,retained_not_auto_merged
P0462,Effects of cation size on thermoelectricity of PEDOT:PSS/ionic liquid hybrid films for wearable thermoelectric generator application,10.1039/d2ta05134f,material_system,TC_4f82a6a840d2,PEDOT:PSS,TC_ee0a98d9cc93,PEDOT,retained_not_auto_merged
P0462,Effects of cation size on thermoelectricity of PEDOT:PSS/ionic liquid hybrid films for wearable thermoelectric generator application,10.1039/d2ta05134f,outcome_property,TC_9f58ed907e7b,electrical conductivity,TC_c6879e15a4a5,high electrical conductivity,retained_not_auto_merged
P0463,Confinement-induced giant ionic thermovoltage at minimal temperature gradients via series-integrated micro-thermoelectric cells in hierarchical hydrogels,10.1093/nsr/nwag296,outcome_property,TC_1c0fd710898d,high ionic seebeck,TC_3551de0250ed,ionic seebeck,retained_not_auto_merged
P0463,Confinement-induced giant ionic thermovoltage at minimal temperature gradients via series-integrated micro-thermoelectric cells in hierarchical hydrogels,10.1093/nsr/nwag296,outcome_property,TC_1c0fd710898d,high ionic seebeck,TC_d371be910c4a,high ionic seebeck coefficient,retained_not_auto_merged
P0463,Confinement-induced giant ionic thermovoltage at minimal temperature gradients via series-integrated micro-thermoelectric cells in hierarchical hydrogels,10.1093/nsr/nwag296,outcome_property,TC_3551de0250ed,ionic seebeck,TC_6a63fa461f80,ionic seebeck coefficient,retained_not_auto_merged
P0463,Confinement-induced giant ionic thermovoltage at minimal temperature gradients via series-integrated micro-thermoelectric cells in hierarchical hydrogels,10.1093/nsr/nwag296,outcome_property,TC_3551de0250ed,ionic seebeck,TC_d371be910c4a,high ionic seebeck coefficient,retained_not_auto_merged
P0463,Confinement-induced giant ionic thermovoltage at minimal temperature gradients via series-integrated micro-thermoelectric cells in hierarchical hydrogels,10.1093/nsr/nwag296,outcome_property,TC_6a63fa461f80,ionic seebeck coefficient,TC_d371be910c4a,high ionic seebeck coefficient,retained_not_auto_merged
P0463,Confinement-induced giant ionic thermovoltage at minimal temperature gradients via series-integrated micro-thermoelectric cells in hierarchical hydrogels,10.1093/nsr/nwag296,outcome_property,TC_6a63fa461f80,ionic seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0463,Confinement-induced giant ionic thermovoltage at minimal temperature gradients via series-integrated micro-thermoelectric cells in hierarchical hydrogels,10.1093/nsr/nwag296,outcome_property,TC_d371be910c4a,high ionic seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0464,Ionic Coordination and Hierarchical Architecture Enable Record n-Type Thermoelectric Efficiency in Soft Hydrogels,10.1002/anie.4172130,outcome_property,TC_29e6f835676f,thermal conductivity,TC_6c693438881a,low thermal conductivity,retained_not_auto_merged
