paper_id,title,doi,node_role,left_node_id,left_label,right_node_id,right_label,review_status
P0002,Solvation entropy engineering of thermogalvanic electrolytes for efficient electrochemical refrigeration,10.1016/j.joule.2025.101822,mechanism,TC_0c21838501cc,selective fe2+-nitrile solvation enlarge redox entropy change,TC_8dea083ebe59,solvation entropy,retained_not_auto_merged
P0002,Solvation entropy engineering of thermogalvanic electrolytes for efficient electrochemical refrigeration,10.1016/j.joule.2025.101822,mechanism,TC_0c21838501cc,selective fe2+-nitrile solvation enlarge redox entropy change,TC_c889e0f92f27,selective solvation,retained_not_auto_merged
P0005,Chaotropic Effect-Boosted Thermogalvanic Ionogel Thermocells for All-Weather Power Generation,10.1002/adma.202312249,outcome_property,TC_493b5b586992,normalized power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0005,Chaotropic Effect-Boosted Thermogalvanic Ionogel Thermocells for All-Weather Power Generation,10.1002/adma.202312249,outcome_property,TC_621f048a7e27,high seebeck,TC_7d3a34d8db98,high seebeck coefficient,retained_not_auto_merged
P0005,Chaotropic Effect-Boosted Thermogalvanic Ionogel Thermocells for All-Weather Power Generation,10.1002/adma.202312249,outcome_property,TC_7d3a34d8db98,high seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0006,"Ultrastrong, flexible thermogalvanic armor with a Carnot-relative efficiency over 8%",10.1038/s41467-024-51002-8,mechanism,TC_d1b9ab073d5a,ion-transport highway. thermosensitive crystallization,TC_e0e17f6c7745,thermosensitive crystallization,retained_not_auto_merged
P0014,Solid-state n-type thermodiffusion-assisted thermogalvanic cells with unprecedented thermal energy conversion,10.1039/d5ee01216c,outcome_property,TC_3551de0250ed,ionic seebeck,TC_6a63fa461f80,ionic seebeck coefficient,retained_not_auto_merged
P0014,Solid-state n-type thermodiffusion-assisted thermogalvanic cells with unprecedented thermal energy conversion,10.1039/d5ee01216c,outcome_property,TC_37f1381da042,normalized maximum power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0014,Solid-state n-type thermodiffusion-assisted thermogalvanic cells with unprecedented thermal energy conversion,10.1039/d5ee01216c,outcome_property,TC_37f1381da042,normalized maximum power density,TC_d2aa7fb72c0d,maximum power density,retained_not_auto_merged
P0014,Solid-state n-type thermodiffusion-assisted thermogalvanic cells with unprecedented thermal energy conversion,10.1039/d5ee01216c,outcome_property,TC_45d7184bddc3,output power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0014,Solid-state n-type thermodiffusion-assisted thermogalvanic cells with unprecedented thermal energy conversion,10.1039/d5ee01216c,outcome_property,TC_6a63fa461f80,ionic seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0014,Solid-state n-type thermodiffusion-assisted thermogalvanic cells with unprecedented thermal energy conversion,10.1039/d5ee01216c,outcome_property,TC_a6ad80f6088e,power density,TC_d2aa7fb72c0d,maximum power density,retained_not_auto_merged
P0014,Solid-state n-type thermodiffusion-assisted thermogalvanic cells with unprecedented thermal energy conversion,10.1039/d5ee01216c,material_system,TC_4f82a6a840d2,PEDOT:PSS,TC_ee0a98d9cc93,PEDOT,retained_not_auto_merged
P0015,Strong Tough Thermogalvanic Hydrogel Thermocell With Extraordinarily High Thermoelectric Performance,10.1002/adma.202300696,outcome_property,TC_3bccab98ff54,specific output power density,TC_45bdd7a5ac69,high specific output power density,retained_not_auto_merged
P0015,Strong Tough Thermogalvanic Hydrogel Thermocell With Extraordinarily High Thermoelectric Performance,10.1002/adma.202300696,outcome_property,TC_3bccab98ff54,specific output power density,TC_45d7184bddc3,output power density,retained_not_auto_merged
P0015,Strong Tough Thermogalvanic Hydrogel Thermocell With Extraordinarily High Thermoelectric Performance,10.1002/adma.202300696,outcome_property,TC_3bccab98ff54,specific output power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0015,Strong Tough Thermogalvanic Hydrogel Thermocell With Extraordinarily High Thermoelectric Performance,10.1002/adma.202300696,outcome_property,TC_45bdd7a5ac69,high specific output power density,TC_45d7184bddc3,output power density,retained_not_auto_merged
P0015,Strong Tough Thermogalvanic Hydrogel Thermocell With Extraordinarily High Thermoelectric Performance,10.1002/adma.202300696,outcome_property,TC_45bdd7a5ac69,high specific output power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0015,Strong Tough Thermogalvanic Hydrogel Thermocell With Extraordinarily High Thermoelectric Performance,10.1002/adma.202300696,outcome_property,TC_45d7184bddc3,output power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0022,An N-Type Thermogalvanic Cell with a High Temperature Coefficient Based on the Cu/Cu(en)2 2+ Redox Couple,10.1021/acsami.5c03375,outcome_property,TC_493b5b586992,normalized power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0023,High-Thermopower Thermogalvanic Ionic Hydrogel for Efficient Low-Grade Heat Energy Harvesting in Electronic Devices,10.1021/acsapm.5c02573,outcome_property,TC_621f048a7e27,high seebeck,TC_7d3a34d8db98,high seebeck coefficient,retained_not_auto_merged
P0023,High-Thermopower Thermogalvanic Ionic Hydrogel for Efficient Low-Grade Heat Energy Harvesting in Electronic Devices,10.1021/acsapm.5c02573,outcome_property,TC_7d3a34d8db98,high seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0027,Extremely large Seebeck coef fi cient of gelatin methacryloyl (GelMA) based thermogalvanic cells by the dual effect of ioninduced crystallization and nanochannel control-,10.1016/j.mtener.2024.101546,mechanism,TC_ab50e5e91588,GelMA ion-induced crystallization,TC_eba98035cc46,ion-induced crystallization,retained_not_auto_merged
P0027,Extremely large Seebeck coef fi cient of gelatin methacryloyl (GelMA) based thermogalvanic cells by the dual effect of ioninduced crystallization and nanochannel control-,10.1016/j.mtener.2024.101546,outcome_property,TC_621f048a7e27,high seebeck,TC_7d3a34d8db98,high seebeck coefficient,retained_not_auto_merged
P0027,Extremely large Seebeck coef fi cient of gelatin methacryloyl (GelMA) based thermogalvanic cells by the dual effect of ioninduced crystallization and nanochannel control-,10.1016/j.mtener.2024.101546,outcome_property,TC_7d3a34d8db98,high seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0027,Extremely large Seebeck coef fi cient of gelatin methacryloyl (GelMA) based thermogalvanic cells by the dual effect of ioninduced crystallization and nanochannel control-,10.1016/j.mtener.2024.101546,outcome_property,TC_8c562d80af5e,p-type seebeck,TC_d4eae4c54280,p-type seebeck coefficient,retained_not_auto_merged
P0027,Extremely large Seebeck coef fi cient of gelatin methacryloyl (GelMA) based thermogalvanic cells by the dual effect of ioninduced crystallization and nanochannel control-,10.1016/j.mtener.2024.101546,outcome_property,TC_d4eae4c54280,p-type seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0029,AI-Informed Solvation Engineering for Thermogalvanic Electrolytes with High Thermopower,10.1021/acs.jpclett.5c02903,mechanism,TC_25b158bc1a7d,polarity to large redox solvation entropy differences,TC_8dea083ebe59,solvation entropy,retained_not_auto_merged
P0030,High-Performance Quasi-Solid Thermogalvanic Cells via Crown-Ether-Mediated Ion Migration,10.1021/acsnano.5c11865,mechanism,TC_1faa26104b6d,crown-ether-mediated ion migration,TC_e03c7cc08b9d,ion migration,retained_not_auto_merged
P0031,Hydrogel incorporated with graphene oxide featuring enhanced thermosensitive crystallization for thermogalvanic cell,10.1016/j.colsurfa.2025.137971,material_system,TC_04ab71eea966,graphene oxide,TC_385ec1869ee3,graphene,retained_not_auto_merged
P0031,Hydrogel incorporated with graphene oxide featuring enhanced thermosensitive crystallization for thermogalvanic cell,10.1016/j.colsurfa.2025.137971,outcome_property,TC_493b5b586992,normalized power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0037,"Modeling, thermodynamic performance analysis, and parameter optimization of a hybrid power generation system coupling thermogalvanic cells with alkaline fuel cells",10.1016/j.energy.2024.130557,outcome_property,TC_a6ad80f6088e,power density,TC_d2aa7fb72c0d,maximum power density,retained_not_auto_merged
P0038,"Low-grade waste heat recovery scenarios: Pyroelectric, thermomagnetic, and thermogalvanic thermal energy harvesting",10.1016/j.nanoen.2023.108596,outcome_property,TC_24afb8a1aced,conversion efficiency,TC_5d85911c7499,energy conversion efficiency,retained_not_auto_merged
P0039,Stretchable thermogalvanic hydrogel thermocell with record-high specific output power density enabled by ion-induced crystallization,10.1039/d2ee00738j,mechanism,TC_ab50e5e91588,GelMA ion-induced crystallization,TC_eba98035cc46,ion-induced crystallization,retained_not_auto_merged
P0039,Stretchable thermogalvanic hydrogel thermocell with record-high specific output power density enabled by ion-induced crystallization,10.1039/d2ee00738j,outcome_property,TC_3bccab98ff54,specific output power density,TC_45bdd7a5ac69,high specific output power density,retained_not_auto_merged
P0039,Stretchable thermogalvanic hydrogel thermocell with record-high specific output power density enabled by ion-induced crystallization,10.1039/d2ee00738j,outcome_property,TC_3bccab98ff54,specific output power density,TC_45d7184bddc3,output power density,retained_not_auto_merged
P0039,Stretchable thermogalvanic hydrogel thermocell with record-high specific output power density enabled by ion-induced crystallization,10.1039/d2ee00738j,outcome_property,TC_3bccab98ff54,specific output power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0039,Stretchable thermogalvanic hydrogel thermocell with record-high specific output power density enabled by ion-induced crystallization,10.1039/d2ee00738j,outcome_property,TC_45bdd7a5ac69,high specific output power density,TC_45d7184bddc3,output power density,retained_not_auto_merged
P0039,Stretchable thermogalvanic hydrogel thermocell with record-high specific output power density enabled by ion-induced crystallization,10.1039/d2ee00738j,outcome_property,TC_45bdd7a5ac69,high specific output power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0039,Stretchable thermogalvanic hydrogel thermocell with record-high specific output power density enabled by ion-induced crystallization,10.1039/d2ee00738j,outcome_property,TC_45d7184bddc3,output power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0042,Thermogalvanic gel patch for self-powered human motion recognition enabled by photo-thermal-electric conversion,10.1016/j.cej.2023.145247,outcome_property,TC_29e6f835676f,thermal conductivity,TC_6c693438881a,low thermal conductivity,retained_not_auto_merged
P0045,Thermogalvanic hydrogel with controllable ion confined transportation and its application for self-powered lactic acid sensor,10.1016/j.nanoen.2024.110329,outcome_property,TC_0ad09eaf40c0,high seebeck coefficients,TC_621f048a7e27,high seebeck,retained_not_auto_merged
P0045,Thermogalvanic hydrogel with controllable ion confined transportation and its application for self-powered lactic acid sensor,10.1016/j.nanoen.2024.110329,outcome_property,TC_0ad09eaf40c0,high seebeck coefficients,TC_f3d47ac021e3,seebeck coefficients,retained_not_auto_merged
P0045,Thermogalvanic hydrogel with controllable ion confined transportation and its application for self-powered lactic acid sensor,10.1016/j.nanoen.2024.110329,outcome_property,TC_a6ad80f6088e,power density,TC_d2aa7fb72c0d,maximum power density,retained_not_auto_merged
P0046,High-Performance Quasi-Solid-State Thermogalvanic Cells with Metallized Fibril-Based Textile Electrodes and Structure-Breaking Salts,10.1002/aenm.202404151,outcome_property,TC_a6ad80f6088e,power density,TC_d2aa7fb72c0d,maximum power density,retained_not_auto_merged
P0047,Regulating Thermogalvanic Effect and Mechanical Robustness via Redox Ions for Flexible Quasi-Solid-State Thermocells,10.1007/s40820-022-00824-6,outcome_property,TC_3b5587f9065a,large seebeck,TC_d0e0c372ca44,large seebeck coefficient,retained_not_auto_merged
P0047,Regulating Thermogalvanic Effect and Mechanical Robustness via Redox Ions for Flexible Quasi-Solid-State Thermocells,10.1007/s40820-022-00824-6,outcome_property,TC_621f048a7e27,high seebeck,TC_7d3a34d8db98,high seebeck coefficient,retained_not_auto_merged
P0047,Regulating Thermogalvanic Effect and Mechanical Robustness via Redox Ions for Flexible Quasi-Solid-State Thermocells,10.1007/s40820-022-00824-6,outcome_property,TC_7d3a34d8db98,high seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0047,Regulating Thermogalvanic Effect and Mechanical Robustness via Redox Ions for Flexible Quasi-Solid-State Thermocells,10.1007/s40820-022-00824-6,outcome_property,TC_d0e0c372ca44,large seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0048,Robust and flexible bacterial cellulose-based thermogalvanic cells for low-grade heat harvesting in extreme environments,10.1016/j.cej.2023.141274,material_system,TC_a3d6bb3e8d3e,cellulose,TC_ec3feb9c0ab9,bacterial cellulose,retained_not_auto_merged
P0049,Boosting Thermogalvanic Cell Performance through Synergistic Redox and Thermogalvanic Corrosion,10.1002/cssc.202401749,outcome_property,TC_493b5b586992,normalized power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0053,Boosting Thermoelectric Performance of Thermogalvanic Hydrogels by Structure Engineering Induced by Liquid Nitrogen Quenching,10.1002/aenm.202303358,outcome_property,TC_3bccab98ff54,specific output power density,TC_45bdd7a5ac69,high specific output power density,retained_not_auto_merged
P0053,Boosting Thermoelectric Performance of Thermogalvanic Hydrogels by Structure Engineering Induced by Liquid Nitrogen Quenching,10.1002/aenm.202303358,outcome_property,TC_3bccab98ff54,specific output power density,TC_45d7184bddc3,output power density,retained_not_auto_merged
P0053,Boosting Thermoelectric Performance of Thermogalvanic Hydrogels by Structure Engineering Induced by Liquid Nitrogen Quenching,10.1002/aenm.202303358,outcome_property,TC_3bccab98ff54,specific output power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0053,Boosting Thermoelectric Performance of Thermogalvanic Hydrogels by Structure Engineering Induced by Liquid Nitrogen Quenching,10.1002/aenm.202303358,outcome_property,TC_45bdd7a5ac69,high specific output power density,TC_45d7184bddc3,output power density,retained_not_auto_merged
P0053,Boosting Thermoelectric Performance of Thermogalvanic Hydrogels by Structure Engineering Induced by Liquid Nitrogen Quenching,10.1002/aenm.202303358,outcome_property,TC_45bdd7a5ac69,high specific output power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0053,Boosting Thermoelectric Performance of Thermogalvanic Hydrogels by Structure Engineering Induced by Liquid Nitrogen Quenching,10.1002/aenm.202303358,outcome_property,TC_45d7184bddc3,output power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0054,A self-powered thermogalvanic organohydrogel-based touch-to-speech Braille transmission interface with temperature resistance and stretchability,10.1016/j.compscitech.2023.110077,outcome_property,TC_621f048a7e27,high seebeck,TC_7d3a34d8db98,high seebeck coefficient,retained_not_auto_merged
P0054,A self-powered thermogalvanic organohydrogel-based touch-to-speech Braille transmission interface with temperature resistance and stretchability,10.1016/j.compscitech.2023.110077,outcome_property,TC_7d3a34d8db98,high seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0056,Self-Assembled Asymmetric Electrodes for High-Efficiency Thermogalvanic Cells,10.1002/aenm.202302011,outcome_property,TC_45d7184bddc3,output power density,TC_a2d89f87d6bd,maximum output power density,retained_not_auto_merged
P0056,Self-Assembled Asymmetric Electrodes for High-Efficiency Thermogalvanic Cells,10.1002/aenm.202302011,outcome_property,TC_45d7184bddc3,output power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0056,Self-Assembled Asymmetric Electrodes for High-Efficiency Thermogalvanic Cells,10.1002/aenm.202302011,outcome_property,TC_a2d89f87d6bd,maximum output power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0057,Transparent stretchable thermogalvanic PVA/gelation hydrogel electrolyte for harnessing solar energy enabled by a binary solvent strategy,10.1016/j.nanoen.2022.107449,outcome_property,TC_a6ad80f6088e,power density,TC_d2aa7fb72c0d,maximum power density,retained_not_auto_merged
P0059,Anhydrous Thermogalvanic Gel for Simultaneous Waste Heat Recovery and Thermal Management of Electronics,10.1021/acsapm.3c00481,mechanism,TC_45dd74343aef,fe3+/fe2+. dmso-eg hydrogen bonding prevents crystallization/evaporation,TC_902956facbd0,hydrogen bonding,retained_not_auto_merged
P0062,Thermogalvanic hydrogel electrolyte for harvesting biothermal energy enabled by a novel redox couple of SO4/3 2-ions,10.1016/j.nanoen.2022.108077,material_system,TC_4f82a6a840d2,PEDOT:PSS,TC_ee0a98d9cc93,PEDOT,retained_not_auto_merged
P0062,Thermogalvanic hydrogel electrolyte for harvesting biothermal energy enabled by a novel redox couple of SO4/3 2-ions,10.1016/j.nanoen.2022.108077,outcome_property,TC_621f048a7e27,high seebeck,TC_7d3a34d8db98,high seebeck coefficient,retained_not_auto_merged
P0062,Thermogalvanic hydrogel electrolyte for harvesting biothermal energy enabled by a novel redox couple of SO4/3 2-ions,10.1016/j.nanoen.2022.108077,outcome_property,TC_7d3a34d8db98,high seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0065,"High Seebeck coefficient thermogalvanic cells via the solvent-sensitive charge additivity of cobalt 1,8-diaminosarcophagine",10.1039/d2cc05413b,outcome_property,TC_621f048a7e27,high seebeck,TC_7d3a34d8db98,high seebeck coefficient,retained_not_auto_merged
P0065,"High Seebeck coefficient thermogalvanic cells via the solvent-sensitive charge additivity of cobalt 1,8-diaminosarcophagine",10.1039/d2cc05413b,outcome_property,TC_7d3a34d8db98,high seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0071,p-n Conversion of Thermogalvanic Cells by Harnessing the Micellization of Thermoresponsive Diblock Copolymers,10.1021/acsaem.3c01907,outcome_property,TC_24afb8a1aced,conversion efficiency,TC_dd47b035eaf0,power conversion efficiency,retained_not_auto_merged
P0076,Regenerable aerogel-based thermogalvanic cells for efficient low-grade heat harvesting from solar radiation and interfacial solar evaporation systems,10.1002/eom2.12302,material_system,TC_04ab71eea966,graphene oxide,TC_385ec1869ee3,graphene,retained_not_auto_merged
P0076,Regenerable aerogel-based thermogalvanic cells for efficient low-grade heat harvesting from solar radiation and interfacial solar evaporation systems,10.1002/eom2.12302,material_system,TC_04ab71eea966,graphene oxide,TC_e650dea66884,reduced graphene oxide,retained_not_auto_merged
P0076,Regenerable aerogel-based thermogalvanic cells for efficient low-grade heat harvesting from solar radiation and interfacial solar evaporation systems,10.1002/eom2.12302,material_system,TC_385ec1869ee3,graphene,TC_e650dea66884,reduced graphene oxide,retained_not_auto_merged
P0076,Regenerable aerogel-based thermogalvanic cells for efficient low-grade heat harvesting from solar radiation and interfacial solar evaporation systems,10.1002/eom2.12302,outcome_property,TC_29e6f835676f,thermal conductivity,TC_6c693438881a,low thermal conductivity,retained_not_auto_merged
P0077,Performance evaluation and parametric analysis of nighttime electricity generation system integrating thermogalvanic cells with radiative sky cooling,10.1016/j.tsep.2023.102083,outcome_property,TC_a6ad80f6088e,power density,TC_fb7c1ddc034b,high power density,retained_not_auto_merged
P0079,Thermogalvanic Sensor Array for Heat Flux Mapping and Radiative Sensing,10.1021/acsaem.6c01130,outcome_property,TC_621f048a7e27,high seebeck,TC_7d3a34d8db98,high seebeck coefficient,retained_not_auto_merged
P0079,Thermogalvanic Sensor Array for Heat Flux Mapping and Radiative Sensing,10.1021/acsaem.6c01130,outcome_property,TC_7d3a34d8db98,high seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0080,Synergy of thermodiffusion and thermogalvanic effect in n-type ionic hydrogel: self-signaled fire warning and enhanced heat harvesting,10.1016/j.cej.2026.175294,outcome_property,TC_0fc9a72ffeae,n-type seebeck coefficient,TC_1ad93c2f4b66,n-type seebeck,retained_not_auto_merged
P0080,Synergy of thermodiffusion and thermogalvanic effect in n-type ionic hydrogel: self-signaled fire warning and enhanced heat harvesting,10.1016/j.cej.2026.175294,outcome_property,TC_0fc9a72ffeae,n-type seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0080,Synergy of thermodiffusion and thermogalvanic effect in n-type ionic hydrogel: self-signaled fire warning and enhanced heat harvesting,10.1016/j.cej.2026.175294,outcome_property,TC_3be3c4b11586,ionic conductivity,TC_5042027d8df0,high ionic conductivity,retained_not_auto_merged
P0081,Thermally-driven chemical heterogeneity produces large thermopower and multiday operability in a thermogalvanic cell,10.1039/d5ta09239f,outcome_property,TC_a6ad80f6088e,power density,TC_d2aa7fb72c0d,maximum power density,retained_not_auto_merged
P0083,Boosting Gel-Based Thermogalvanic Energy Harvesting via Metal Oxide Nanostructured Electrodes,10.1002/smll.202514359,structure_state,TC_38b40867b616,double-network hydrogel,TC_b2d1806de346,double-network hydrogel mechanics,retained_not_auto_merged
P0083,Boosting Gel-Based Thermogalvanic Energy Harvesting via Metal Oxide Nanostructured Electrodes,10.1002/smll.202514359,outcome_property,TC_0ad09eaf40c0,high seebeck coefficients,TC_621f048a7e27,high seebeck,retained_not_auto_merged
P0083,Boosting Gel-Based Thermogalvanic Energy Harvesting via Metal Oxide Nanostructured Electrodes,10.1002/smll.202514359,outcome_property,TC_0ad09eaf40c0,high seebeck coefficients,TC_f3d47ac021e3,seebeck coefficients,retained_not_auto_merged
P0083,Boosting Gel-Based Thermogalvanic Energy Harvesting via Metal Oxide Nanostructured Electrodes,10.1002/smll.202514359,outcome_property,TC_37f1381da042,normalized maximum power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0083,Boosting Gel-Based Thermogalvanic Energy Harvesting via Metal Oxide Nanostructured Electrodes,10.1002/smll.202514359,outcome_property,TC_37f1381da042,normalized maximum power density,TC_d2aa7fb72c0d,maximum power density,retained_not_auto_merged
P0083,Boosting Gel-Based Thermogalvanic Energy Harvesting via Metal Oxide Nanostructured Electrodes,10.1002/smll.202514359,outcome_property,TC_a6ad80f6088e,power density,TC_d2aa7fb72c0d,maximum power density,retained_not_auto_merged
P0084,Self-powered thermogalvanic cells based on layered double hydroxides cross-linking hydrogel: Enhanced thermoelectric performance and mechanical stretchability for IoT wearable electronics,10.1016/j.nanoen.2026.111909,outcome_property,TC_3bccab98ff54,specific output power density,TC_45bdd7a5ac69,high specific output power density,retained_not_auto_merged
P0084,Self-powered thermogalvanic cells based on layered double hydroxides cross-linking hydrogel: Enhanced thermoelectric performance and mechanical stretchability for IoT wearable electronics,10.1016/j.nanoen.2026.111909,outcome_property,TC_3bccab98ff54,specific output power density,TC_45d7184bddc3,output power density,retained_not_auto_merged
P0084,Self-powered thermogalvanic cells based on layered double hydroxides cross-linking hydrogel: Enhanced thermoelectric performance and mechanical stretchability for IoT wearable electronics,10.1016/j.nanoen.2026.111909,outcome_property,TC_3bccab98ff54,specific output power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0084,Self-powered thermogalvanic cells based on layered double hydroxides cross-linking hydrogel: Enhanced thermoelectric performance and mechanical stretchability for IoT wearable electronics,10.1016/j.nanoen.2026.111909,outcome_property,TC_45bdd7a5ac69,high specific output power density,TC_45d7184bddc3,output power density,retained_not_auto_merged
P0084,Self-powered thermogalvanic cells based on layered double hydroxides cross-linking hydrogel: Enhanced thermoelectric performance and mechanical stretchability for IoT wearable electronics,10.1016/j.nanoen.2026.111909,outcome_property,TC_45bdd7a5ac69,high specific output power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0084,Self-powered thermogalvanic cells based on layered double hydroxides cross-linking hydrogel: Enhanced thermoelectric performance and mechanical stretchability for IoT wearable electronics,10.1016/j.nanoen.2026.111909,outcome_property,TC_45d7184bddc3,output power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0085,Polymer-Redox Interactions Enhance Ferro/Ferricyanide Thermogalvanic Cells,10.1002/adfm.76685,outcome_property,TC_493b5b586992,normalized power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0090,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,10.1038/s41467-018-07625-9,material_system,TC_34fe8a88a4a6,urea,TC_4e48f8b4f7b8,urea amide derivatives synergistically enlarge redox entropy difference,retained_not_auto_merged
P0090,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,10.1038/s41467-018-07625-9,outcome_property,TC_621f048a7e27,high seebeck,TC_7d3a34d8db98,high seebeck coefficient,retained_not_auto_merged
P0090,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,10.1038/s41467-018-07625-9,outcome_property,TC_7d3a34d8db98,high seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0091,Tracking Decomposition Layer Formation in Thin-Film Si Electrodes via Thermogalvanic Profiles,10.1002/smtd.202300857,evidence_method,TC_9f2a83a40ea0,scanning electron microscopy,TC_d22039aa1053,electron microscopy,retained_not_auto_merged
P0096,Quasi-solid n-type thermogalvanic thermocells with enhanced ionic conductivity for continuous low-grade heat harvesting,10.1063/5.0120728,outcome_property,TC_45d7184bddc3,output power density,TC_a6ad80f6088e,power density,retained_not_auto_merged
P0099,Stimulating green energy potential in Sub-Saharan Africa: An analysis of copper-copper sulphate thermogalvanic cell architecture,10.1016/j.tsep.2022.101448,outcome_property,TC_3b2692690887,highest seebeck coefficient,TC_bf225c253905,highest seebeck,retained_not_auto_merged
P0099,Stimulating green energy potential in Sub-Saharan Africa: An analysis of copper-copper sulphate thermogalvanic cell architecture,10.1016/j.tsep.2022.101448,outcome_property,TC_3b2692690887,highest seebeck coefficient,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0101,Thermogalvanic energy harvesting from forced convection cooling of 100-200 °C surfaces generating high power density,10.1039/d1se01264a,outcome_property,TC_a6ad80f6088e,power density,TC_fb7c1ddc034b,high power density,retained_not_auto_merged
P0104,The thermoelectrochemistry of the aqueous iron(ii)/iron(iii) redox couple: significance of the anion and pH in thermogalvanic thermal-to-electrical energy conversion,10.1039/c8se00416a,evidence_method,TC_90b5b4884180,impedance spectroscopy,TC_fb9e48f8fccc,electrochemical impedance spectroscopy,retained_not_auto_merged
P0114,A solid state thermogalvanic cell harvesting low-grade thermal energy,10.1016/j.ijhydene.2017.08.111,outcome_property,TC_a6ad80f6088e,power density,TC_d2aa7fb72c0d,maximum power density,retained_not_auto_merged
P0115,Multi-cell thermogalvanic systems for harvesting energy from cyclic temperature changes,10.1016/j.jpowsour.2018.07.080,outcome_property,TC_24afb8a1aced,conversion efficiency,TC_5d85911c7499,energy conversion efficiency,retained_not_auto_merged
P0122,Liquid Thermoelectrics: Review of Recent And Limited New Data of Thermogalvanic Cell Experiments,10.1080/15567265.2013.776149,outcome_property,TC_833db70fede3,seebeck coefficient values,TC_fababc7795c1,seebeck coefficient,retained_not_auto_merged
P0126,Thermogalvanic effects on the corrosion of copper in heavy brine LiBr solutions,10.1016/j.corsci.2012.06.012,evidence_method,TC_90b5b4884180,impedance spectroscopy,TC_fb9e48f8fccc,electrochemical impedance spectroscopy,retained_not_auto_merged
P0127,"Power conversion efficiency, electrode separation, and overpotential in the ferricyanide/ferrocyonide thermogalvanic cell",10.1149/1.1837047,outcome_property,TC_24afb8a1aced,conversion efficiency,TC_dd47b035eaf0,power conversion efficiency,retained_not_auto_merged
P0128,THE POWER CONVERSION EFFICIENCIES OF A THERMOGALVANIC CELL OPERATED IN 3 DIFFERENT ORIENTATIONS,10.1149/1.2048394,outcome_property,TC_24afb8a1aced,conversion efficiency,TC_dd47b035eaf0,power conversion efficiency,retained_not_auto_merged
P0135,MXene Hollow Microsphere-Boosted Nanocomposite Electrodes for Thermocells with Enhanced Thermal Energy Harvesting Capability,10.1021/acsnano.4c12294,material_system,TC_523e031eaf4f,Ti3C2Tx,TC_968b4ab03367,ti3c2tx mxene hollow microsphere nanocomposite electrodes,retained_not_auto_merged
P0135,MXene Hollow Microsphere-Boosted Nanocomposite Electrodes for Thermocells with Enhanced Thermal Energy Harvesting Capability,10.1021/acsnano.4c12294,material_system,TC_523e031eaf4f,Ti3C2Tx,TC_ab08cdd1f9be,Ti3C2Tx MXene,retained_not_auto_merged
